Time,compartment,GSH,HTA,SLG,Lac,MG,ZAZ,reversMA,reversMM,irreversMM,irreversMA
1561.0,1.0,0.14007022644464284,3.916787698639487E-5,0.11154005952508528,0.0035936752374134003,7.022644464262817E-5,100.0947568709158,3.573180551710777E-7,5.589212268554394E-7,5.570789314536812E-4,5.749880379861441E-4
1562.0,1.0,0.14006987031963078,3.89691666685E-5,0.11098492133929118,0.003575810577614094,6.987031963057438E-5,100.09533042859677,3.554795417656505E-7,5.560437332728445E-7,5.543094068373013E-4,5.721296924182551E-4
1563.0,1.0,0.14006951603301418,3.877148310373054E-5,0.11043254293842118,0.003558034519341489,6.951603301389971E-5,100.09590113502608,3.536505988746617E-7,5.531816606049465E-7,5.515536200038667E-4,5.692855230946382E-4
1564.0,1.0,0.14006916357504257,3.857482083555905E-5,0.10988291063384553,0.003540346625207755,6.916357504224696E-5,100.09646900434501,3.518311770996785E-7,5.503349552069959E-7,5.488115031157107E-4,5.664554600332409E-4
1565.0,1.0,0.14006881293600817,3.8379174432444135E-5,0.10933601080453852,0.0035227464599643407,6.881293600783175E-5,100.09703405062503,3.500212251796221E-7,5.475035595817549E-7,5.460829886672016E-4,5.636394335942945E-4
1566.0,1.0,0.14006846410624796,3.8184538488753126E-5,0.10879182989674335,0.0035052335904917097,6.846410624758864E-5,100.09759628786803,3.482206905474651E-7,5.446874131342978E-7,5.433680094831265E-4,5.608373744786736E-4
1567.0,1.0,0.14006811707614525,3.7990907625468856E-5,0.10825035442364135,0.0034878075857891675,6.811707614482993E-5,100.09815573000681,3.464295197722067E-7,5.418864527805945E-7,5.406664987170956E-4,5.580492137262669E-4
1568.0,1.0,0.140067771836131,3.7798276490722515E-5,0.10771157096502179,0.003470468016964685,6.777183613051229E-5,100.09871239090535,3.4464765890901536E-7,5.39100613438236E-7,5.379783898499492E-4,5.552748827143496E-4
1569.0,1.0,0.14006742837668473,3.7606639760187174E-5,0.10717546616695402,0.0034532144572247433,6.742837668418759E-5,100.09926628435935,3.428750537741692E-7,5.363298284217948E-7,5.35303616688176E-4,5.52514313155959E-4
1570.0,1.0,0.14006708668833523,3.7415992137360176E-5,0.10664202674146143,0.003436046481864256,6.708668833470265E-5,100.09981742409619,3.411116501606361E-7,5.335740297616931E-7,5.32642113362339E-4,5.497674370982809E-4
1571.0,1.0,0.1400667467616612,3.722632835375661E-5,0.10611123946619748,0.0034189636682564937,6.674676166069643E-5,100.10036582377555,3.3935739400456626E-7,5.308331484613626E-7,5.299938143255124E-4,5.47034186921039E-4
1572.0,1.0,0.1400664085872915,3.703764316903235E-5,0.10558309118412416,0.0034019655958431095,6.640858729093712E-5,100.1009114969896,3.3761223151299784E-7,5.281071147050495E-7,5.273586543517292E-4,5.443144953348975E-4
1573.0,1.0,0.14006607215590508,3.684993137104982E-5,0.10505756880319056,0.003385051846124152,6.60721559045296E-5,100.10145445726342,3.358761092607846E-7,5.253958580257409E-7,5.247365685344292E-4,5.416082953798644E-4
1574.0,1.0,0.14006573745823153,3.666318777589979E-5,0.10453465929601452,0.003368222002648162,6.573745823102165E-5,100.10199471805534,3.3414897426234293E-7,5.226993074415228E-7,5.221274922849216E-4,5.389155204237059E-4
1575.0,1.0,0.14006540448505095,3.6477407227887374E-5,0.10401434969956616,0.003351475651002319,6.540448505042902E-5,100.10253229275713,3.3243077402372076E-7,5.200173915663165E-7,5.195313613308572E-4,5.36236104160371E-4
1576.0,1.0,0.14006507322719375,3.6292584599489535E-5,0.10349662711485146,0.003334812378802604,6.507322719319536E-5,100.10306719469446,3.307214565787149E-7,5.17350038700359E-7,5.169481117146986E-4,5.335699806084166E-4
1577.0,1.0,0.14006474367554053,3.610871479129063E-5,0.10298147870659852,0.003318231775684028,6.474367554010233E-5,100.10359943712731,3.290209705131031E-7,5.146971769044011E-7,5.143776797922059E-4,5.309170841094445E-4
1578.0,1.0,0.14006441582102255,3.592579273190074E-5,0.10246889170294592,0.003301733433290925,6.441582102213973E-5,100.1041290332499,3.273292649788877E-7,5.12058734061063E-7,5.118200022309296E-4,5.28277349326548E-4
1579.0,1.0,0.14006408965462075,3.5743813377859294E-5,0.1019588533951309,0.00328531694526724,6.408965462034291E-5,100.10465599619151,3.2564628970051615E-7,5.09434637925582E-7,5.092750160087041E-4,5.256507112427584E-4
1580.0,1.0,0.14006376516736604,3.5562771713528966E-5,0.10145135113718103,0.0032689819072469323,6.37651673656075E-5,100.10518033901641,3.239719949759925E-7,5.068248161686396E-7,5.067426584121575E-4,5.230371051595092E-4
1581.0,1.0,0.14006344235033888,3.5382662750980114E-5,0.10094637234560573,0.0032527279168443656,6.344235033848336E-5,100.10570207472436,3.2230633167309607E-7,5.042291964122629E-7,5.042228670352196E-4,5.204364666950985E-4
1582.0,1.0,0.14006312119466932,3.5203481529869514E-5,0.10044390449909102,0.00323655457364479,6.312119466895478E-5,100.10622121625099,3.2064925122199546E-7,5.016477062607623E-7,5.017155797776463E-4,5.178487317831664E-4
1583.0,1.0,0.14006280169153656,3.502522311731297E-5,0.09994393513819379,0.0032204614791948223,6.280169153620814E-5,100.10673777646791,3.190007056058159E-7,4.990802733271432E-7,4.992207348435405E-4,5.152738366711716E-4
1584.0,1.0,0.1400624838321688,3.484788260775467E-5,0.09944645186503888,0.0032044482369930037,6.248383216839155E-5,100.10725176818315,3.173606473489706E-7,4.965268252563651E-7,4.967382707398879E-4,5.127117179188806E-4
1585.0,1.0,0.14006216760784276,3.4671455122833274E-5,0.0989514423430176,0.0031885144524804107,6.216760784236789E-5,100.1077632041415,3.157290295044212E-7,4.939872897457325E-7,4.94268126275097E-4,5.101623123968657E-4
1586.0,1.0,0.14006185300988389,3.449593581124575E-5,0.09845889429648749,0.003172659733031294,6.18530098834625E-5,100.10827209702482,3.1410580563986804E-7,4.91461594563218E-7,4.918102405575476E-4,5.07625557285007E-4
1587.0,1.0,0.1400615400296656,3.432131984860879E-5,0.09796879551047259,0.0031568836879437294,6.154002966520688E-5,100.10877845945215,3.1249092982385855E-7,4.889496675636569E-7,4.893645529941395E-4,5.051013900709968E-4
1588.0,1.0,0.14006122865860948,3.414760243731999E-5,0.09748113383036712,0.003141185928430386,6.122865860908065E-5,100.10928230398024,3.108843566110829E-7,4.86451436703838E-7,4.869310032888581E-4,5.025897485488618E-4
1589.0,1.0,0.14006091888818467,3.397477880641708E-5,0.09699589716163888,0.003125566067609283,6.0918888184250955E-5,100.10978364310387,3.09286041027954E-7,4.83966830056084E-7,4.845095314413392E-4,5.000905708174853E-4
1590.0,1.0,0.14006061070990775,3.3802844211436894E-5,0.09651307346953474,0.0031100237204945984,6.061070990731073E-5,100.11028248925597,3.0769593855818785E-7,4.814957758208886E-7,4.821000777454425E-4,4.976037952791357E-4
1591.0,1.0,0.14006030411534245,3.363179393427395E-5,0.09603265077878814,0.0030945585039875516,6.030411534201711E-5,100.11077885480807,3.0611400512893896E-7,4.790382023386366E-7,4.797025827878353E-4,4.951293606380082E-4
1592.0,1.0,0.14005999909609954,3.3461623283038256E-5,0.09555461717332638,0.0030791700368672723,5.9999096099027796E-5,100.1112727520706,3.0454019709646204E-7,4.76594038100633E-7,4.773169874465741E-4,4.926672058987636E-4
1593.0,1.0,0.1400596956438361,3.329232759191341E-5,0.0950789607959812,0.0030638579397817708,5.969564383563926E-5,100.111764193293,3.0297447123299307E-7,4.741632117592836E-7,4.749432328897036E-4,4.902172703650833E-4
1594.0,1.0,0.14005939375025603,3.312390222101441E-5,0.09460566984819933,0.0030486218352389154,5.939375025552402E-5,100.11225319066423,3.01416784713644E-7,4.717456521379721E-7,4.7258126057385375E-4,4.8777949363822647E-4
1595.0,1.0,0.14005909340710895,3.29563425562456E-5,0.09413473258975563,0.0030334613475974715,5.909340710846884E-5,100.1127397563131,2.998670951036362E-7,4.693412882400252E-7,4.702310122428493E-4,4.8535381561559546E-4
1596.0,1.0,0.14005879456179426,3.2789663801474346E-5,0.09366613736268799,0.003018376103411924,5.879456179382775E-5,100.11322390230832,2.9823601011081725E-7,4.669679315124217E-7,4.678924300472023E-4,4.829401765459079E-4
1597.0,1.0,0.1400584972780637,3.262381786572199E-5,0.09319987251444337,0.0030033657304266276,5.8497278063239364E-5,100.11370564065922,2.9669115171078583E-7,4.645862476039807E-7,4.6556545616060384E-4,4.8053851686826046E-4
1598.0,1.0,0.140058201526264,3.245882567281809E-5,0.09273592647418376,0.0029884298584557717,5.820152626355051E-5,100.11418498331541,2.951574108158643E-7,4.62219090098061E-7,4.632500331607752E-4,4.781487773529235E-4
1599.0,1.0,0.14005790729659223,3.229468277025884E-5,0.09227428773385699,0.002973568119137918,5.790729659172249E-5,100.11466194216764,2.936326822002282E-7,4.598664665732512E-7,4.609461039350419E-4,4.757708990620669E-4
1600.0,1.0,0.1400576145800319,3.213138426126634E-5,0.09181494484204167,0.0029587801459307985,5.7614580031361735E-5,100.11513652904775,2.9211663125023387E-7,4.5752795344863167E-7,4.5865361164965616E-4,4.734048233489278E-4
1601.0,1.0,0.14005732336784638,3.196892535741746E-5,0.09135788640362319,0.0029440655740991814,5.732336784581002E-5,100.11560875572913,2.9060902048204764E-7,4.55203197458334E-7,4.563724997482186E-4,4.7105049185586906E-4
1602.0,1.0,0.14005703365122552,3.1807299138795944E-5,0.09090310108210947,0.002929424040704025,5.703365122496268E-5,100.11607863392686,2.8911379334297705E-7,4.528898307163755E-7,4.5410271196327486E-4,4.68707846512644E-4
1603.0,1.0,0.14005674541986238,3.1646494164200406E-5,0.09045057760315792,0.0029148551846017684,5.674541986184566E-5,100.11654617529825,2.876422582689535E-7,4.5058118245008737E-7,4.5184419233395716E-4,4.6637682953628293E-4
1604.0,1.0,0.14005645866263897,3.1486512488844124E-5,0.090000304735575,0.002900358646452336,5.6458662638432346E-5,100.11701139144289,2.861778220515887E-7,4.482831272215659E-7,4.4959688511119335E-4,4.640573834323738E-4
1605.0,1.0,0.14005617337257187,3.1327350287384283E-5,0.0895522713055186,0.0028859340686644614,5.6173372571329296E-5,100.11747429390294,2.8472028740879124E-7,4.4599607686860164E-7,4.4736073482862487E-4,4.6174945098631385E-4
1606.0,1.0,0.14005588954260942,3.116900353526802E-5,0.08910646619474397,0.0028715810953926155,5.588954260896009E-5,100.11793489416372,2.832697792837756E-7,4.4372024097118085E-7,4.451356862938916E-4,4.594529752628185E-4
1607.0,1.0,0.14005560716558302,3.101146816036566E-5,0.08866287834022644,0.0028572993725311303,5.560716558249878E-5,100.11839320365348,2.8182638658049645E-7,4.414557666270634E-7,4.4292168458678454E-4,4.5716789960498086E-4
1608.0,1.0,0.14005532623424216,3.0854740061908856E-5,0.08822149673383646,0.0028430885477077096,5.532623424156116E-5,100.11884923374416,2.803901642938622E-7,4.392027551408927E-7,4.407186750576609E-4,4.5489416763323353E-4
1609.0,1.0,0.1400550467412839,3.0698815122712346E-5,0.08778231042202866,0.002828948270276456,5.50467412831947E-5,100.11930299575128,2.7896114156088464E-7,4.3696127275546913E-7,4.3852660332592856E-4,4.52631723244233E-4
1610.0,1.0,0.14005476867937472,3.054368921843086E-5,0.0873453085055422,0.002814878191310543,5.476867937405428E-5,100.1197545009345,2.775393280023944E-7,4.3473135884501053E-7,4.3634541527858613E-4,4.503805106096869E-4
1611.0,1.0,0.14005449204116796,3.038935822459205E-5,0.08691048013910932,0.0028008779635946314,5.449204116730003E-5,100.12020376049784,2.7612471859685486E-7,4.3251303219819733E-7,4.3417505706880386E-4,4.48140474175141E-4
1612.0,1.0,0.14005421681931607,3.023581802192692E-5,0.08647781453117157,0.0027869472416171223,5.421681931544379E-5,100.12065078558982,2.7471729741694313E-7,4.303062958305122E-7,4.3201547511454233E-4,4.4591155865873956E-4
