Time,compartment,MG,GSH,HTA,SLG,reversMA,reversMM
2.405,1.0,0.0183128868511063,0.06831288685110573,1.927813026166801E-4,0.1814943318462769,0.009622486733780453,0.009751431796151984
2.41,1.0,0.01826485443083626,0.06826485443083569,1.9213800329015055E-4,0.18154300756587344,0.00959050502479123,0.009718875599989954
2.415,1.0,0.018216981564986027,0.06821698156498544,1.9149756805215097E-4,0.18159152086696168,0.00955866482860235,0.009686464272322408
2.42,1.0,0.01816926754804535,0.06816926754804477,1.9085998018524545E-4,0.18163987247176927,0.009526965324707197,0.009654196968142154
2.425,1.0,0.018121711678591636,0.06812171167859106,1.9022522309396602E-4,0.18168806309831426,0.009495405698544675,0.009622072848602004
2.43,1.0,0.018074313259260334,0.06807431325925975,1.8959328030374563E-4,0.1817360934604358,0.00946398514144755,0.009590091080960973
2.435,1.0,0.018027071596715596,0.06802707159671502,1.8896413545986207E-4,0.1817839642678244,0.009432702850591312,0.009558250838530976
2.44,1.0,0.01797998600162121,0.06797998600162063,1.8833777232639192E-4,0.18183167622605229,0.009401558028943572,0.009526551300624053
2.445,1.0,0.017933055788611735,0.06793305578861115,1.8771417478517642E-4,0.181879230036603,0.009370549885213944,0.009494991652500165
2.45,1.0,0.017886280276263943,0.06788628027626337,1.8709332683479666E-4,0.1819266263969012,0.009339677633804451,0.00946357108531551
2.455,1.0,0.017839658787068457,0.06783965878706788,1.8647521258955983E-4,0.1819738660003419,0.009308940494760411,0.009432288796071362
2.46,1.0,0.017793190647401674,0.0677931906474011,1.8585981627849523E-4,0.18202094953631975,0.009278337693721855,0.009401143987563398
2.465,1.0,0.0177468751874979,0.06774687518749732,1.8524712224436097E-4,0.18206787769025767,0.009247868461875386,0.009370135868331578
2.47,1.0,0.017700711741421748,0.06770071174142117,1.8463711494266032E-4,0.18211465114363554,0.009217532035906544,0.009339263652610527
2.475,1.0,0.017654699647040743,0.06765469964704016,1.8402977894066799E-4,0.18216127057401857,0.009187327657952644,0.009308526560280361
2.48,1.0,0.017608838245998203,0.06760883824599762,1.8342509891646652E-4,0.18220773665508533,0.009157254575556098,0.009277923816818098
2.485,1.0,0.017563126883686303,0.06756312688368574,1.82823059657992E-4,0.18225405005665568,0.009127312041618174,0.009247454653249484
2.49,1.0,0.017517564909219425,0.06751756490921888,1.8222364606208935E-4,0.18230021144471847,0.00909749931435324,0.009217118306101323
2.495,1.0,0.017472151675407683,0.06747215167540714,1.8162684313357739E-4,0.18234622148145874,0.009067815657243454,0.009186914017354279
2.5,1.0,0.01742688653873071,0.06742688653873016,1.8103263598432306E-4,0.182392080825285,0.00903826033899391,0.009156841034396186
2.505,1.0,0.017381768859311635,0.0673817688593111,1.804410098323248E-4,0.1824377901308561,0.009008832633488215,0.00912689860997577
2.51,1.0,0.017336798000891333,0.0673367980008908,1.7985195000080526E-4,0.18248335004910793,0.008979531819744526,0.009097086002156866
2.515,1.0,0.017291973330802828,0.06729197333080231,1.7926544191731295E-4,0.18252876122727996,0.008950357181872003,0.009067402474273083
2.52,1.0,0.01724729421994597,0.06724729421994545,1.7868147111283283E-4,0.1825740243089413,0.008921308009027705,0.009037847294882917
2.525,1.0,0.01720276004276229,0.06720276004276177,1.7810002322090574E-4,0.18261913993401693,0.008892383595373903,0.009008419737725305
2.53,1.0,0.01715837017721008,0.06715837017720955,1.7752108397675668E-4,0.18266410873881328,0.008863583240035822,0.008979119081675648
2.535,1.0,0.017114124004739682,0.06711412400473915,1.769446392164314E-4,0.182708931356044,0.008834906247059793,0.008949944610702207
2.54,1.0,0.017070020910269008,0.06707002091026847,1.7637067487594194E-4,0.1827536084148552,0.008806351925371814,0.008920895613823008
2.545,1.0,0.0170260602821592,0.06702606028215866,1.7579917699042037E-4,0.18279814054085053,0.008777919588736518,0.008891971385063117
2.55,1.0,0.016982241512190594,0.06698224151219004,1.752301316932809E-4,0.1828425283561163,0.008749608555716557,0.00886317122341235
2.555,1.0,0.016938563995538777,0.06693856399553821,1.7466352521539012E-4,0.182886772479246,0.008721418149632353,0.008834494432783401
2.56,1.0,0.016895027130750934,0.06689502713075036,1.7409934388424586E-4,0.182930873525365,0.008693347698522286,0.008805940321970395
2.565,1.0,0.016851630319722342,0.06685163031972177,1.7353757412316345E-4,0.18297483210615467,0.008665396535103216,0.008777508204607806
2.57,1.0,0.016808372967673086,0.06680837296767252,1.7297820245047076E-4,0.18301864882987665,0.008637563996731443,0.008749197399129856
2.575,1.0,0.01676525448312494,0.06676525448312438,1.7242121547871015E-4,0.18306232430139655,0.008609849425364007,0.00872100722873021
2.58,1.0,0.01672227427787848,0.06672227427787793,1.718665999138491E-4,0.18310585912220784,0.008582252167520388,0.00869293702132214
2.585,1.0,0.01667943176699035,0.0666794317669898,1.7131434255449808E-4,0.18314925389045528,0.008554771574244566,0.008664986109499057
2.59,1.0,0.016636726368750757,0.06663672636875019,1.707644302911362E-4,0.18319250920095828,0.008527407001067449,0.008637153830495412
2.595,1.0,0.016594157504661096,0.06659415750466052,1.7021685010534438E-4,0.18323562564523374,0.008500157807969675,0.008609439526148004
2.6,1.0,0.016551724599411816,0.06655172459941125,1.696715890690459E-4,0.1832786038115193,0.008473023359344753,0.00858184254285764
2.605,1.0,0.016509427080860447,0.06650942708085988,1.6912863434375452E-4,0.18332144428479596,0.00844600302396258,0.008554362231551177
2.61,1.0,0.0164672643800098,0.06646726438000923,1.685879731798296E-4,0.18336414764681053,0.008419096174933301,0.008526997947643939
2.615,1.0,0.01642523593098636,0.06642523593098579,1.680495929157387E-4,0.18340671447609808,0.008392302189671514,0.008499749051002476
2.62,1.0,0.016383341171018855,0.06638334117101828,1.675134809773273E-4,0.18344914534800397,0.008365620449860823,0.008472614905907722
2.625,1.0,0.016341579540416987,0.0663415795404164,1.669796248770953E-4,0.18349144083470606,0.008339050341418727,0.00844559488101846
2.63,1.0,0.016299950482550372,0.06629995048254977,1.6644801221348072E-4,0.18353360150523632,0.008312591254461862,0.008418688349335166
2.635,1.0,0.016258453443827602,0.06625845344382701,1.6591863067015044E-4,0.18357562792550244,0.00828624258327154,0.008391894688164212
2.64,1.0,0.01621708787367553,0.06621708787367495,1.6539146801529742E-4,0.18361752065830939,0.008260003726259652,0.008365213279082387
2.645,1.0,0.016175853224518696,0.06617585322451812,1.6486651210094482E-4,0.18365928026338058,0.00823387408593489,0.008338643507901769
2.65,1.0,0.01613474895175892,0.06613474895175835,1.6434375086225704E-4,0.18370090729737903,0.008207853068869264,0.008312184764634946
2.655,1.0,0.016093774513755068,0.0660937745137545,1.6382317231685673E-4,0.18374240231392833,0.008181940085664979,0.00828583644346054
2.66,1.0,0.016052929371803,0.06605292937180245,1.6330476456414918E-4,0.1837837658636331,0.008156134550921594,0.008259597942689104
