Time,compartment,A,B,C,reversMA,irreversMA
2.56,1.0,0.014141355761204632,0.01035219083537997,14.975506453403431,0.035861041374058586,0.062113145012279825
2.57,1.0,0.013787254124771288,0.010092970452764043,14.976119775422479,0.03496307559355706,0.06055782271658426
2.58,1.0,0.013442019245688115,0.009840240986458242,14.976717739767867,0.03408759500983598,0.05904144591874945
2.59,1.0,0.013105429099031882,0.009593839902989554,14.97730073099799,0.03323403659014842,0.05756303941793733
2.6,1.0,0.01277726721941715,0.009353608738744471,14.97786912404185,0.032401851400179656,0.05612165243246683
2.61,1.0,0.01245732256178457,0.009119392998059351,14.978423284440167,0.03159050425101958,0.054716357988356105
2.62,1.0,0.012145389365675018,0.008891042053862576,14.978963568580475,0.03079947335497492,0.053346252323175455
2.63,1.0,0.011841267022902356,0.008668409050804645,14.979490323926306,0.030028249990000134,0.05201045430482787
2.64,1.0,0.0115447599485397,0.008451350810813872,14.980003889240658,0.029276338172531054,0.05070810486488324
2.65,1.0,0.011255677455136195,0.008239727741016962,14.98050459480386,0.028543254338510855,0.04943836644610177
2.66,1.0,0.010973833630083446,0.008033403743965275,14.980992762625965,0.027828527032403235,0.04820042246379165
2.67,1.0,0.010699047216052707,0.007832246130109003,14.981468706653851,0.02713169660399282,0.04699347678065402
2.68,1.0,0.010431141494425943,0.00763612553246301,14.981932732973124,0.02645231491277775,0.045816753194778057
2.69,1.0,0.01016994417164581,0.007444915823409429,14.98238514000496,0.025789945039764384,0.04466949494045658
2.7,1.0,0.009915287268411437,0.007258494033583533,14.98282621869802,0.025144161006478684,0.0435509642015012
2.71,1.0,0.009667007011648783,0.007076740272790701,14.983256252715575,0.024514547501013728,0.04246044163674421
2.72,1.0,0.009424943729186048,0.006899537652903629,14.983675518617925,0.023900699610936937,0.04139722591742177
2.73,1.0,0.009188941747066474,0.006726772212690195,14.984084286040257,0.023302222562885506,0.04036063327614117
2.74,1.0,0.008958849289432403,0.00655833284452365,14.984482817866057,0.022718731468682314,0.0393499970671419
2.75,1.0,0.008734518380916283,0.00639411122292797,14.984871370396169,0.02214985107780919,0.038364667337567826
2.76,1.0,0.008515804751475817,0.006234001734912461,14.985250193513625,0.02159521553607835,0.03740401040947477
2.77,1.0,0.008302567743612052,0.006077901412050769,14.985619530844351,0.021054468150346672,0.03646740847230461
2.78,1.0,0.008094670221910742,0.0059257098642606495,14.985979619913842,0.020527261159121665,0.035554259185563895
2.79,1.0,0.00789197848484881,0.005777329215241897,14.986330692299921,0.020013255508911445,0.03466397529145138
