Time,compartment,E1,E2,KKK,P_KKK,KK,P_KK,PP_KK,K,P_K,PP_K,KPase,KKPase,E1_KKK,E2_P_KKK,P_KKK_KK,P_KKK_P_KK,PP_KK_K,PP_KK_P_K,KKPase_PP_KK,KKPase_P_KK,KPase_PP_K,KPase_P_K,K_PP_norm_max,r1a,r1b,r2a,r2b,r3a,r3b,r4a,r4b,r5a,r5b,r6a,r6b,r7a,r7b,r8a,r8b,r9a,r9b,r10a,r10b
16.5,1.0,2.975381713235857E-5,2.9989149185671307E-4,0.002482129551339197,1.0856499892258149E-4,0.8773959149937531,0.25280805898751957,0.015402985897154324,0.8550385415691287,0.19423634873031992,0.04380818737491086,0.0669255679026235,1.5840086541841648E-4,2.4618286764143436E-7,1.0850814328671402E-7,3.174967720432157E-4,9.14539866840792E-5,0.04388474319644069,0.009957747031822126,8.127931610072001E-6,1.3347120297151142E-4,0.009758350153610257,0.043316081943766446,0.900049,3.692539862315453E-5,3.6927430146215156E-5,1.6281497997308307E-5,1.6276221493007103E-5,0.04762997075949185,0.04762451580648236,0.020024334882646468,0.02002068044572671,0.0137280086489881,0.013718098002611881,0.001220656554626109,0.0012191897415108,6.587435117846588,6.582711479466103,6.5019656545437154,6.497412291564967,1.4981576854345482,1.4936620547733188,1.4681352958089113,1.4637525230415385
16.6,1.0,2.9754019747272834E-5,2.998909644125892E-4,0.002480070110388735,1.090928121207203E-4,0.8746336539359365,0.2543122066025361,0.01573420428008166,0.8459148093375835,0.19890953581980372,0.04643775918300349,0.06602944825314479,1.5789079295865135E-4,2.4598025272717244E-7,1.0903558741051674E-7,3.1803636214815316E-4,9.244569950225461E-5,0.04435068006505924,0.010416663847693401,8.275972734371579E-6,1.3383323430697698E-4,0.010205650391693738,0.04376490135516167,0.900049,3.6895017130051675E-5,3.6897037909075865E-5,1.63606105257867E-5,1.6355338111577512E-5,0.047710790561069256,0.04770545432222297,0.02007857081349225,0.020074985146046546,0.013876778849558088,0.013866854925338191,0.0012428900801997628,0.0012413959101557368,6.657194403904982,6.652602009758886,6.569151699196529,6.5647352032742505,1.5671836926910019,1.5624995771540102,1.5354120582120674,1.5308475587540606
16.7,1.0,2.97542212888521E-5,2.9989043736947433E-4,0.0024780216081704554,1.0962022640208272E-4,0.8718687785817733,0.2558063418978439,0.016072497115658044,0.8365437388639122,0.20365926815906435,0.04922824858649815,0.0651290199951566,1.5738480504254925E-4,2.4577871114790524E-7,1.0956263052542389E-7,3.185641155742908E-4,9.343870851149722E-5,0.0448029862594149,0.010894778126265499,8.426813341530543E-6,1.341883816159201E-4,0.010671449307633255,0.04419953069721034,0.900049,3.68647966158751E-5,3.6866806672185784E-5,1.6439663061447805E-5,1.6434394578813585E-5,0.04778983556489769,0.047784617336143614,0.020131774005851845,0.020128257242388016,0.014025742837205646,0.014015806276724583,0.001265544823865195,0.0012640220012295814,6.724898891099789,6.720447938912235,6.634198943549111,6.629929604581551,1.6390962811237646,1.634216718939825,1.60547019037159,1.6007173961449883
16.8,1.0,2.975442175921562E-5,2.9988991071166224E-4,0.002475984022705398,1.101472574705759E-4,0.8691013625125923,0.25729041532775737,0.01641817751202933,0.8269179166577144,0.20848356458091205,0.05218977294778326,0.06422466856451896,1.5688278278278874E-4,2.4557824078438705E-7,1.1008928833748973E-7,3.1908010211790166E-4,9.443295017700022E-5,0.045240620852516886,0.011392793525590712,8.580588324336863E-6,1.3453662889287426E-4,0.011156410281482657,0.04461892115399857,0.900049,3.683473676299766E-5,3.683673611765806E-5,1.651865795736202E-5,1.651339325062346E-5,0.04786711622701757,0.04786201531768525,0.02018394200602692,0.02018049433393114,0.014174891095267863,0.014164942526550034,0.0012886411276584347,0.0012870882486505295,6.790392015686298,6.786093127877533,6.696949663258776,6.692838173099785,1.7140011427914386,1.7089190288386067,1.6784093278064787,1.6734615422223986
16.9,1.0,2.97546211604569E-5,2.9988938442373895E-4,0.0024739573322795964,1.1067392073766125E-4,0.8663314779935087,0.2587643817177342,0.016771584842244912,0.8170298717995054,0.21337995631594361,0.05533305217747937,0.06331680758839713,1.5638460152302383E-4,2.453788395431079E-7,1.1061557626084462E-7,3.195843902050114E-4,9.542836236191965E-5,0.045662500144732006,0.011911427150735086,8.737443852522562E-6,1.3487795462445348E-4,0.01166120877585833,0.04502198363574471,0.900049,3.680483725764779E-5,3.6806825931466184E-5,1.6597597522652217E-5,1.6592336439126693E-5,0.0479426427972428,0.04793765853075171,0.020235071529611473,0.02023169319366802,0.014324214317670482,0.014314254354287948,0.001312201034585673,0.0013106165778783844,6.853510791824086,6.849375021709801,6.757240091915479,6.753297545361706,1.7920059683770981,1.786714072610263,1.7543309016214508,1.7491813163787495
17.0,1.0,2.9754819494644192E-5,2.998888584905986E-4,0.0024719415154391897,1.1120023130574429E-4,0.8635591959084846,0.2602282004845036,0.01713308715037495,0.8068721179587344,0.2183454284538053,0.058669429625272385,0.06240588069353808,1.5589013032873739E-4,2.451805053558161E-7,1.1114150940115051E-7,3.2007704681944935E-4,9.642488442085292E-5,0.04606749717217276,0.012451407483551565,8.897538351271116E-6,1.352123313199914E-4,0.012186530471346626,0.045407588835115476,0.900049,3.67750977898379E-5,3.677707580337241E-5,1.6676484019997606E-5,1.6671226410172576E-5,0.04801642530830863,0.0480115570229174,0.020285158390743366,0.020281849697998712,0.014473703423026466,0.014463732663127938,0.0013362484361148996,0.0013346307526906672,6.914085740368701,6.910124575825914,6.814900432800308,6.811138325267321,1.8732201320522701,1.8677111225327347,1.8333378548506831,1.827979570701994
17.1,1.0,2.9755016763820992E-5,2.9988833289746225E-4,0.002469936550985289,1.1172620395005562E-4,0.8607845856892208,0.2616818358761554,0.017503083754919872,0.7964372039330376,0.22337635633106787,0.06221088979482301,0.06149236337534811,1.5539923144075336E-4,2.4498323617901755E-7,1.1166710253755251E-7,3.2055813742466277E-4,9.742245730126888E-5,0.046454441499847766,0.013013471816570128,9.061043552115189E-6,1.3553972500713135E-4,0.012733068977449235,0.045774567647202835,0.900049,3.674551805328885E-5,3.674748542685263E-5,1.6755319662911167E-5,1.6750065380632878E-5,0.04808847356407859,0.048083720613699414,0.020334197426090203,0.020330958751069703,0.014623349569933988,0.014613368595190331,0.001360809230540405,0.0013591565328172784,6.97194086099699,6.968166224977165,6.869754925890841,6.866185147080425,1.9577543012459873,1.9520207724855192,1.9155342945496068,1.9099603466173851
17.2,1.0,2.9755212970006568E-5,2.9988780762989675E-4,0.0024679424179685685,1.1225185309892368E-4,0.8580077152374457,0.26312525723359353,0.017882008056765042,0.785717773879014,0.22846843678344847,0.06597007176999319,0.0605767649148109,1.5491175969118673E-4,2.4478702999344797E-7,1.1219237010302696E-7,3.2102772587886785E-4,9.842102365353638E-5,0.04682211936672271,0.013598363115630846,9.228145617039708E-6,1.3586009469177346E-4,0.01330152305770135,0.04612171202748791,0.900049,3.671609774535053E-5,3.671805449901719E-5,1.683410661277541E-5,1.6828855515454044E-5,0.048158797126746714,0.04815415888183018,0.020382182413486112,0.02037901420376602,0.014773144173571387,0.014763153548030457,0.001385911492329495,0.0013842218425559561,7.026893657839615,7.0233179050084065,6.921621981362107,6.918256804123186,2.0457199599335136,2.039754467344627,2.0010250703688772,1.9952284586552025
17.3,1.0,2.97554081151965E-5,2.9988728267383674E-4,0.002465959095683555,1.1277719281229758E-4,0.8552286508401682,0.26455843927474615,0.018270330556270097,0.7747066384985759,0.23361661431763422,0.06996027702157082,0.05965963032618644,1.5442756188242346E-4,2.445918848035147E-7,1.1271732616298535E-7,3.21485874342996E-4,9.942052795017591E-5,0.047169274260586626,0.014206826227817344,9.399046335084562E-6,1.3617339178249182E-4,0.01389259330140052,0.04644777637241319,0.900049,3.668683656691787E-5,3.6688782720527205E-5,1.6912846975615467E-5,1.6907598924447803E-5,0.048227405302953365,0.0482228811514494,0.020429105985244455,0.020426008767373775,0.014923078923682179,0.014913079192526386,0.0014115856523280483,0.0014098569502626842,7.07875523041783,7.075391139087994,6.970314392383354,6.967166455861978,2.1372288328472377,2.1310239341726014,2.089915269414432,2.0838889952100783
17.4,1.0,2.9755602201363305E-5,2.998867580156077E-4,0.0024639865636625954,1.1330223675840728E-4,0.8524474570774819,0.26598136240287096,0.018668562080333927,0.7633968585275493,0.23881500241327702,0.07419547001716897,0.0587415423136442,1.5394647613080185E-4,2.443977986367076E-7,1.1324198439202086E-7,3.219326431809822E-4,1.0042091661497826E-4,0.047494608012509,0.014839603343138394,9.57396438870588E-6,1.364795594804921E-4,0.014506978168177889,0.04675147951817805,0.900049,3.6657734222342184E-5,3.665966979550614E-5,1.6991542798592447E-5,1.698629765880313E-5,0.04829430712874775,0.04828989647714733,0.020474959536317918,0.020471933922073814,0.015073145804047073,0.015063137492246739,0.0014378646883906377,0.001436094658305882,7.127330443477101,7.12419120187635,7.015639641665848,7.012721927726707,2.2323921967966,2.225940501470759,2.182309616267568,2.176046725226683
17.5,1.0,2.975579523045704E-5,2.998862336419511E-4,0.00246202480166946,1.1382699818843061E-4,0.8496641967225398,0.26739401304019295,0.01907725721517183,0.7517818419369195,0.24405680036625027,0.07869026978202576,0.05782312320945519,1.534683311780717E-4,2.4420476954297455E-7,1.1376635804866746E-7,3.2236809085191146E-4,1.0142213816259804E-4,0.0477967825136866,0.015497428610571623,9.753136684488519E-6,1.3677853213743966E-4,0.01514536932565002,0.04703150746489493,0.900049,3.6628790419336884E-5,3.663071543144618E-5,1.707019606619752E-5,1.706495370730012E-5,0.04835951135332417,0.04835521362778672,0.020519733127670005,0.02051677982061595,0.015223337113533526,0.015213320724389707,0.0014647843255939706,0.0014629705026732779,7.172418191273277,7.1695173770529905,7.05740031794886,7.054726119734239,2.331320064113055,2.3246142915857435,2.2783117661438412,2.271805398847503
17.6,1.0,2.9755987204405963E-5,2.998857095400516E-4,0.002460073789692575,1.1435148990905736E-4,0.8468789306333685,0.2687963839879421,0.019497017933751803,0.7398554562920319,0.24933420633795828,0.0834599302565986,0.056905036860059585,1.529929456755081E-4,2.4401279559405867E-7,1.1429045994806107E-7,3.227922737936175E-4,1.024241433491996E-4,0.04807442217151533,0.016181021801954104,9.936819739364295E-6,1.3707023458512743E-4,0.0158084461949049,0.04728651694503565,0.900049,3.660000486887795E-5,3.66019193391088E-5,1.714880869613056E-5,1.714356899220916E-5,0.0484230264214723,0.04841884106904263,0.020563415385471125,0.020560535187769114,0.015373645488808327,0.015363621502379939,0.0014923832446682526,0.0014905229609046442,7.213811773982569,7.211163325727299,7.0953946603798705,7.092977541755348,2.43412022217583,2.4271532702931156,2.378023478354011,2.3712669292357353
17.7,1.0,2.975617812511723E-5,2.9988518569756725E-4,0.0024581335079378276,1.1487572425284048E-4,0.8440917176362748,0.27018847481360175,0.019928497397981533,0.727612157708618,0.25463832759064353,0.08852030697199997,0.05598799041921976,1.5252012744783707E-4,2.4382187488279525E-7,1.1481430243239486E-7,3.2320524629736116E-4,1.0342688533464707E-4,0.048326117236598645,0.016891080911358134,1.012529110912238E-5,1.3735458144304038E-4,0.016496869613996153,0.04751513996678422,0.900049,3.657137728509798E-5,3.657328123241929E-5,1.7227382534846365E-5,1.7222145364859227E-5,0.04848486045468701,0.04848078694460418,0.0206059933970512,0.020603187216456056,0.015524063928785789,0.015514032800197062,0.0015207032966156758,0.001518793666368357,7.251299406146125,7.248917585489797,7.12941725049346,7.127270995017633,2.5408971121127895,2.53366213670372,2.4815436565553033,2.474530442099423
17.8,1.0,2.975636799447766E-5,2.9988466210266045E-4,0.002456203936820929,1.1539971304624759E-4,0.8413026144007084,0.27157029226582124,0.02037240390437996,0.715047137781245,0.25995908927332795,0.09388780722338894,0.055072735999569834,1.5204967274697184E-4,2.4363200552236505E-7,1.1533789733907917E-7,3.236070603733298E-4,1.0443031985662436E-4,0.048550428147823836,0.01762827357378248,1.0318850840522356E-5,1.3763147641250565E-4,0.017211274526454694,0.0477159894739756,0.900049,3.654290738517357E-5,3.6544800828354756E-5,1.7305919352756065E-5,1.7300684600861874E-5,0.04854502123090016,0.04854105905599947,0.020647452604941774,0.020644721461875848,0.015674585820867705,0.015664547978493655,0.0015497897206517514,0.0015478276260783533,7.284664879376774,7.282564222173575,7.159259873142256,7.157398421096341,2.651750529223633,2.644241036067372,2.588967241824,2.581691178968204
17.9,1.0,2.9756556814354527E-5,2.99884138744033E-4,0.0024542850569592885,1.1592346757535103E-4,0.8385116753056084,0.2729418507169464,0.0208295049276121,0.7021564897210423,0.2652851435844264,0.09957932057544196,0.054160072125229615,1.5158136550906637E-4,2.434431856454984E-7,1.1586125596654535E-7,3.239977656068329E-4,1.0543440541690856E-4,0.04874589105813435,0.018393227186182876,1.0517822921540936E-5,1.3790081156939254E-4,0.0179522616007216,0.04788766627404894,0.900049,3.6514594889205635E-5,3.6516477846824766E-5,1.7384420839074182E-5,1.7379188394981802E-5,0.04860351616281805,0.04859966484102493,0.020687776700837594,0.02068512173540888,0.015825204969005947,0.015815160812536283,0.001579691361574128,0.0015776734382311405,7.3136884038791115,7.311883658720153,7.184712569177088,7.183149941107341,2.766774127586662,2.7589840779274315,2.700383944439057,2.69283924010824
18.0,1.0,2.975674458659639E-5,2.998836156109619E-4,0.002452376849163371,1.1644699854913E-4,0.8357189522974589,0.2743031726324707,0.021300631198381274,0.6889373947032116,0.2706037816804971,0.10561212619930573,0.05325084491885166,1.511149766326608E-4,2.432554134036299E-7,1.1638438903766634E-7,3.243774090052511E-4,1.0643910347979865E-4,0.04891102471855467,0.0191865176172808,1.0722556695998058E-5,1.38162466671341E-4,0.018720387688168215,0.04802876739298028,0.900049,3.648643952009198E-5,3.648831201054448E-5,1.7462888596307596E-5,1.745765835564995E-5,0.04866035227487496,0.048656611350787665,0.020726947521919382,0.02072437000070115,0.015975915623585274,0.015965865521969796,0.0016104608814046031,0.0016083835043997088,7.3381476555635405,7.336653707783201,7.2055649037759,7.204315108947042,2.886053711871431,2.87797764259212,2.8158768005641868,2.8080581532252324
18.1,1.0,2.9756931313034024E-5,2.998830926933388E-4,0.0024504792944275064,1.1697031606040829E-4,0.8329244947405631,0.2756542890658515,0.021786680730192052,0.6753883290655603,0.27590085132800474,0.11200377323992805,0.05234594894666955,1.5065026330082364E-4,2.4306868696599816E-7,1.1690730666081453E-7,3.24746034836047E-4,1.0744437868240566E-4,0.04904433891145956,0.020008656401715157,1.0933428198812854E-5,1.384163085003633E-4,0.019516155032991665,0.04813789602033895,0.900049,3.6458441003391664E-5,3.646030304489972E-5,1.7541324134390373E-5,1.7536095999122178E-5,0.04871553617885249,0.048711905225407054,0.020764944952717388,0.020762446275054493,0.016126712513078952,0.016116656802360848,0.0016421549586324853,0.001640014229821928,7.3578190575303175,7.356650836718934,7.221607474907561,7.220684403050843,3.0096653008141505,3.0012984602572734,2.935520540902877,2.9274232549487498
18.2,1.0,2.975711699548134E-5,2.9988256998171104E-4,0.0024485923739201005,1.1749342954451165E-4,0.8301283492603843,0.27699524017604754,0.022288622682872575,0.6615092924887244,0.28116068400330796,0.11877193017743853,0.0514463276350306,1.5018696837627163E-4,2.4288300451868714E-7,1.1743001828863984E-7,3.2510368445644837E-4,1.084501990561253E-4,0.04914434463480862,0.020860076330749405,1.1150841356255009E-5,1.3866219026747314E-4,0.020339999157957943,0.048213673207011615,0.900049,3.6430599067180745E-5,3.643245067780307E-5,1.7619728864477276E-5,1.7614502743295976E-5,0.04876907404825946,0.04876555266846726,0.02080174683657685,0.02079932854012097,0.01627759087737073,0.016267529858418794,0.0016748344665849825,0.0016726262034382515,7.372479326273877,7.371651695221293,7.232633686271745,7.232050981051742,3.1376729493956876,3.1290114496124106,3.059379760059789,3.0509998736936916
18.3,1.0,2.9757301635736418E-5,2.99882047467325E-4,0.0024467160689732384,1.1801634773582386E-4,0.8273305595812452,0.2783260757637706,0.02280750091898309,0.647302056596518,0.2863660359248858,0.1259341990169177,0.0505529731618344,1.4972481990553334E-4,2.4269836426360763E-7,1.1795253267474361E-7,3.254503961358592E-4,1.0945653625813302E-4,0.049209566245467566,0.02174111537804373,1.1375228981646944E-5,1.3889995111281947E-4,0.021192275367134413,0.04825475147103133,0.900049,3.640291344189878E-5,3.640475463954114E-5,1.7698104092423126E-5,1.769287990121154E-5,0.04882097159163509,0.04881755942037888,0.020837328901821463,0.02083499266692292,0.01642854650256446,0.016418480438719952,0.0017085646203429871,0.0017062843472470416,7.381907313864593,7.381434936820135,7.238441807916958,7.238212720654699,3.2701263208158173,3.2611673067065596,3.18750687798919,3.178841305070162
18.4,1.0,2.975748523558261E-5,2.998815251421713E-4,0.002444850361071629,1.1853907862250576E-4,0.8245311663602112,0.27964685582075144,0.023344437071994722,0.632770432510082,0.29149804833045617,0.13350789016898584,0.04966692571665958,1.4926353077632676E-4,2.4251476441741385E-7,1.1847485782850694E-7,3.2578620487249955E-4,1.1046336581110945E-4,0.04923855576974375,0.022651998937390252,1.160705348099172E-5,1.3912941574268126E-4,0.02207324383208007,0.04825983045126051,0.900049,3.637538386018573E-5,3.6377214662612075E-5,1.7776451011988732E-5,1.777122867427604E-5,0.04887123402500451,0.048867930730874934,0.02087166470890156,0.02086941236140219,0.016579575757006172,0.01656950487166642,0.0017434150792029494,0.001741058022148758,7.385886177288932,7.385783365461562,7.238837345290934,7.238974567689077,3.407058005251073,3.397799840608538,3.3199398887989555,3.3109865748120106
18.5,1.0,2.9757667796789668E-5,2.9988100299903136E-4,0.0024429952318408845,1.1906162939980557E-4,0.8217302070196459,0.28095765108428306,0.023900632901934463,0.6179205547370167,0.2965362331853945,0.1415097541091679,0.04878927201474198,1.4880279858150167E-4,2.4233220321035536E-7,1.1899700096852168E-7,3.2611114220629396E-4,1.1147066734882619E-4,0.04922990957744431,0.02359282040571723,1.184680716487698E-5,1.3935039425362107E-4,0.022983053257708497,0.04822767472754968,0.900049,3.6348010056708895E-5,3.6349830481553305E-5,1.78547706978344E-5,1.7849550145278252E-5,0.0489198660438545,0.04891667133094409,0.02090472562618323,0.02090255913804316,0.01673067562811286,0.01672060010232393,0.0017794599889454183,0.001777021074731547,7.384205904712489,7.384486436616647,7.233635733976718,7.234151209132452,3.5484805906289654,3.538923060857585,3.4566998973151706,3.4474579886562746
18.6,1.0,2.975784932111496E-5,2.9988048103152487E-4,0.002441150663035109,1.1958400642246742E-4,0.8189277155817206,0.28225854358681746,0.024477371668228106,0.6027611774072148,0.3014584911518345,0.14995566657557283,0.04792114294271309,1.4834230575210697E-4,2.4215067888505864E-7,1.1951896847501477E-7,3.2642523603163654E-4,1.1247842486341697E-4,0.04918228761069078,0.024563520197398752,1.2095012044328244E-5,1.3956268220356453E-4,0.0239217232028783,0.04815713385440877,0.900049,3.6320791767979865E-5,3.6322601832758795E-5,1.793306409839427E-5,1.7927845271252216E-5,0.04896687179491556,0.04896378540474548,0.020936480843365406,0.02093440233053468,0.016881843759569727,0.016871763729512546,0.0018167779453670174,0.0018142518066492366,7.376666224971556,7.3773431416036175,7.222665367620354,7.223570078161315,3.694383500856894,3.6845280296098126,3.5977884526061032,3.588258480431745
18.7,1.0,2.975802981030478E-5,2.9987995923415757E-4,0.0024393166365237894,1.201062151570901E-4,0.8161237225090651,0.2835496271875808,0.025076018192797003,0.5873039770626305,0.306241169742651,0.15886026470981315,0.04706371020832209,1.478817200338672E-4,2.419701896952435E-7,1.2004076584230137E-7,3.2672851041249247E-4,1.1348662695108023E-4,0.049094435283759445,0.025563863409466498,1.235221896561722E-5,1.3976606100051528E-4,0.024889125121579245,0.04804716467009883,0.900049,3.629372873216079E-5,3.6295528454286526E-5,1.8011332028731933E-5,1.8006114876345205E-5,0.04901225484860519,0.04900927656187387,0.020966897433383955,0.02096490915007729,0.017033078488042235,0.017022994042662037,0.0018554518571087838,0.001852832844842583,7.3630799209606375,7.364165292563917,7.205770966110877,7.207074700514824,3.8447296324301767,3.8345795114199746,3.7431846936830966,3.7333687682368866
18.8,1.0,2.9758209266095655E-5,2.998794376023678E-4,0.0024374931342780004,1.2062826013533754E-4,0.8133182545568375,0.28483100806980105,0.02569801723677608,0.5715638544102724,0.31085916961309884,0.16823653326466548,0.046218181867556746,1.4742069538990407E-4,2.417907339043684E-7,1.2056239763200104E-7,3.270209854057928E-4,1.1449526704932351E-4,0.0489652081582892,0.02659341642122927,1.2619005920699222E-5,1.3996029868939636E-4,0.02588496235185488,0.047896855780588526,0.900049,3.6266820688860865E-5,3.626861008565526E-5,1.808957516353699E-5,1.8084359644800155E-5,0.04905601817263196,0.04905314781086892,0.020995940474848,0.020994044803409453,0.017184378878655863,0.017174290057398525,0.0018955686830823876,0.0018928508881048834,7.343276558809975,7.34478122374338,7.182817269287594,7.184528367088279,3.9994518357429234,3.98901246318439,3.892842338415337,3.8827443527782317
18.9,1.0,2.9758387690215816E-5,2.998789161325715E-4,0.0024356801383559378,1.211501449092626E-4,0.8105113346426838,0.28610280518343856,0.026344889757909863,0.5555592251114877,0.31528610743042784,0.17809534179119554,0.0453857966019442,1.4695887342272584E-4,2.4161230978421144E-7,1.2108386742832116E-7,3.273026768987176E-4,1.1550434365886079E-4,0.04879359938575626,0.02765152288307522,1.2895975349792067E-5,1.4014515122748173E-4,0.02690874932698887,0.04770545407106709,0.900049,3.6240067378922786E-5,3.624184646763171E-5,1.8167794030445474E-5,1.8162580114248173E-5,0.049098164107753334,0.04909540153480764,0.021023573248717474,0.02102177268412226,0.017335744758090986,0.01732565154882912,0.0019372190167995323,0.00193439630246881,7.3171066316885325,7.319039907863439,7.153693032596062,7.155818110660063,4.1584493099938635,4.147728432461283,4.046686559240604,4.03631239904833
19.0,1.0,2.9758565084386637E-5,2.99878394822203E-4,0.002433877630887835,1.2167187201027414E-4,0.8077029817423728,0.287365150609243,0.02701822656826056,0.5393122873342343,0.31949454340190225,0.1884449363840026,0.04456781662867005,1.4649588541535127E-4,2.414349156133897E-7,1.216051777969282E-7,3.2757359646716624E-4,1.1651386054130778E-4,0.0485787698028784,0.028737279705650706,1.318375023800081E-5,1.4032036434664748E-4,0.027959790412427774,0.04747239295890234,0.900049,3.6213468544199946E-5,3.621523734200846E-5,1.8245989003914306E-5,1.824077666953923E-5,0.04913869434679983,0.04913603947007494,0.0210497575240197,0.021048054651997123,0.0174871767439448,0.017477079081196167,0.0019804964877697764,0.0019775625357001214,7.2844460998114196,7.286815470431761,7.118315280361294,7.120858943835351,4.321584005107946,4.310591955847606,4.204610807499455,4.193968561864166
19.1,1.0,2.97587414503242E-5,2.9987787366975063E-4,0.0024320855940603145,1.2219344291357917E-4,0.8048932108202914,0.28861818981566884,0.027719678876648203,0.5228492513300675,0.3234562806314863,0.1992903929151666,0.043765519141061075,1.4603135509466518E-4,2.412585496758228E-7,1.2212633024922322E-7,3.2783375126413096E-4,1.1752382688204398E-4,0.04832008041625061,0.029849513848088143,1.3482968800347393E-5,1.4048567610498695E-4,0.02903715891084199,0.04719732194809712,0.900049,3.618702392732562E-5,3.618878245137342E-5,1.8324160299926693E-5,1.831894953738348E-5,0.049177609918277077,0.049175062689619645,0.021074453948003367,0.02107285141574804,0.017638676268754892,0.017628574032306596,0.0020254969490937943,0.002022445320052109,7.245201285327809,7.248012062437592,7.076633749059168,7.079598292214568,4.4886771525265825,4.477427077213221,4.366473669132008,4.355573836626299
19.2,1.0,2.975891678974087E-5,2.9987735267478563E-4,0.0024303040101002877,1.227148580102661E-4,0.8020820328053676,0.28986208177588685,0.02845094518677963,0.5062005139195962,0.3271427417771233,0.21063304277073322,0.04298018620028274,1.4556490221745064E-4,2.4108321025915215E-7,1.2264732521417468E-7,3.280831439481061E-4,1.1853425740586042E-4,0.04801712682170046,0.030986760911127738,1.3794277553415324E-5,1.4064082022913354E-4,0.030139676933793887,0.04688013686592356,0.900049,3.616073327147519E-5,3.616248153887282E-5,1.8402307971854617E-5,1.83970987821262E-5,0.04921491117608038,0.049212471592215916,0.02109762255588362,0.02109612303437003,0.017790245596809036,0.017780138610879063,0.0020723174210953263,0.0020691416330122984,7.199314051791041,7.2025690232550685,7.028635425763241,7.032020529888534,4.6595060778845765,4.64801413666916,4.53209585814915,4.520951540069083
19.3,1.0,2.97590911043469E-5,2.9987683183797966E-4,0.0024285328612585226,1.2323611658950474E-4,0.7992694546242978,0.29109699890814333,0.029213754042290364,0.48940075871302585,0.3305254258118444,0.22246988688041971,0.04221309303253303,1.4509614706838803E-4,2.4090889565312505E-7,1.2316816202017173E-7,3.283217726630157E-4,1.1954517243127727E-4,0.04766977487083016,0.0321472467564111,1.4118322592276921E-5,1.4078553033933453E-4,0.03126589701059006,0.04652100995687709,0.900049,3.6134596320123865E-5,3.613633434796876E-5,1.8480431907850806E-5,1.847522430302576E-5,0.04925059779705747,0.04924826589945236,0.02111922341384218,0.02111782955090018,0.017941887831607297,0.01793177586469159,0.00212105476409834,0.002117748388841538,7.146767162528106,7.150466230624525,6.9743490558814205,6.978151493531563,4.833801480928849,4.8220870134616645,4.701257480231749,4.689884551588508
19.4,1.0,2.9759264395852055E-5,2.998763111611102E-4,0.0024267721297930624,1.237572168336327E-4,0.7964554793050111,0.29232312679947003,0.030009842178053584,0.4724889614495997,0.33357644392464114,0.2347930191524066,0.04146549473111952,1.4462471593671583E-4,2.407356041479655E-7,1.2368883888965727E-7,3.2854963108234597E-4,1.2055659784791538E-4,0.04727819662244368,0.03332887358202678,1.4455738934332491E-5,1.4091954512895116E-4,0.032414086484880686,0.04612041878399997,0.900049,3.610861281680192E-5,3.611034062219482E-5,1.855853183018683E-5,1.855332583344859E-5,0.04928466878833323,0.0492824446623519,0.02113921740576324,0.021137931769342675,0.018093606911620215,0.018083489677187307,0.0021718040601568,0.0021683608401498735,7.087589670608379,7.091729493366552,6.913849460382796,6.918062817599996,5.011245399190804,4.999331037304017,4.873695725835658,4.862112972732103
19.5,1.0,2.9759436665967275E-5,2.9987579064705034E-4,0.002425021797952696,1.2427815582911179E-4,0.7936401061639407,0.29354066367081205,0.03084092776882912,0.4555082793723025,0.33626912866626435,0.24758908601210067,0.04073861142115594,1.441502476011588E-4,2.405633340327482E-7,1.2420935294951533E-7,3.2876670853098695E-4,1.2156856500021739E-4,0.04684290530634179,0.03452921206414503,1.4807137863389725E-5,1.4104261453545095E-4,0.033582215925146854,0.04567917265369737,0.900049,3.608278250485111E-5,3.608450010491223E-5,1.8636607296984926E-5,1.86314029424273E-5,0.049317122506426996,0.04931500627964804,0.0211575671688384,0.021156392180317642,0.01824540759182947,0.018235284750032606,0.0022246566946177125,0.0022210706795084585,7.021862146273547,7.026435795951269,6.847261467611026,6.8518758980546055,5.19147009846161,5.179381809621755,5.049103178394096,5.037332388772028
19.6,1.0,2.975960791640622E-5,2.998752702997394E-4,0.002423281847960749,1.247989295964394E-4,0.790823331090659,0.29474981954171364,0.031708678677274095,0.43850580447177,0.3385787043979889,0.2608388141571971,0.040033612017449094,1.4367240079837066E-4,2.403920835938026E-7,1.2472970026029429E-7,3.2897299019853273E-4,1.2258111046041932E-4,0.04636478769530078,0.03574550129519067,1.5173092313458037E-5,1.4115450688817076E-4,0.03476795292823201,0.045198435054319065,0.900049,3.605710512718582E-5,3.605881253907039E-5,1.871465770680627E-5,1.8709455039044144E-5,0.04934795669022494,0.04934594852977991,0.02117423817521889,0.021173176033225615,0.01839729540848664,0.018387166569062897,0.0022796981446893674,0.002275963847018706,6.949721497819821,6.954718154295117,6.774763231091814,6.77976525814786,5.374058150444999,5.361825194278601,5.227126945825938,5.215192939234801
