0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.9,6.33,0.1,3.67,1.0,0.1,1.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7342769501608353,7.092075020595175,1.2657230498391643,2.907924979404827,0.3119019183235182,0.1,0.9818056063522759,30.0,0.018194393647724356,0.00010466514205391232,1.0,0.0002249694898996166,1.0,8.636266309575727e-06,6.25479254011717e-08,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8969900747609922,7.230719772070934,2.103009925239007,2.769280227929067,0.25245921433653745,0.1,0.9711258154397727,30.0,0.028874184560227358,0.0002922011394382629,1.0,0.0005558732920705328,1.0,1.1330118878808256e-05,1.6511240207849452e-07,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3114124438403376,7.349511443955482,2.6885875561596615,2.65048855604452,0.21256481013074943,0.1,0.9626752095247068,30.0,0.03732479047529338,0.000527045258315848,1.0,0.0008786115378467223,1.0,1.3121806959013873e-05,2.865152744264381e-07,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9036293574489453,7.456327214916196,3.096370642551054,2.5436727850838063,0.18367579959877553,0.1,0.9558286575994855,30.0,0.044171342400514436,0.000799063655363203,1.0,0.0011660545241478294,1.0,1.4371378642213493e-05,4.1873634465773424e-07,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6204135999824862,7.553237579889048,3.379586400017512,2.446762420110952,0.16325619772411473,0.1,0.9501401058124007,30.0,0.049859894187599355,0.0011004679974214273,1.0,0.001414396075230909,1.0,1.5284150556695933e-05,5.568739425726001e-07,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4239175845326906,7.641920501263318,3.5760824154673085,2.3580794987366827,0.149289308662135,0.1,0.9452687739791947,30.0,0.054731226020805254,0.0014239292434493084,1.0,0.0016279952243932552,1.0,1.598727434046593e-05,6.979083858214933e-07,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2874771384774206,7.723748335263418,3.7125228615225785,2.276251664736583,0.14016781460197944,0.1,0.9409577596389423,30.0,0.05904224036105785,0.0017625897728208203,1.0,0.0018135071948389015,1.0,1.6560559164839523e-05,8.399940554378005e-07,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1924462481421925,7.79981915575079,3.807553751857806,2.2001808442492097,0.13464079433665774,0.1,0.9370159227095681,30.0,0.06298407729043204,0.002110416627353969,1.0,0.0019775361689576463,1.0,1.70551475102986e-05,9.820251352518397e-07,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1258676961905187,7.870997820490037,3.8741323038094797,2.129002179509965,0.13175372125653276,0.1,0.9333027725058843,30.0,0.0666972274941159,0.0024624998537585902,1.0,0.002125833922703808,1.0,1.750468873187019e-05,1.1233720962136117e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0787938112151858,7.9379565812414965,3.9212061887848133,2.0620434187585053,0.13079216096197052,0.1,0.9297161917765717,30.0,0.07028380822342832,0.0028151804601341053,1.0,0.002263107689707553,1.0,1.7931868932429975e-05,1.263719616443324e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.045071764391862,8.00121671738943,3.954928235608137,1.998783282610573,0.1312275629451863,0.1,0.9261826964190134,30.0,0.0738173035809866,0.0031660163032270266,1.0,0.0023930630464755547,1.0,1.8352447092850477e-05,1.402961534791469e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0204885180004013,8.061182883400601,3.9795114819995976,1.9388171165994008,0.13267316640812557,0.1,0.9226499498915741,30.0,0.07735005010842615,0.0035136378436517635,1.0,0.0025185544521117405,1.0,1.8777655814224747e-05,1.5411345450003858e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0021696429627762,8.1181710552921,3.997830357037223,1.8818289447079004,0.13484867925906108,0.1,0.9190811156938459,30.0,0.08091888430615445,0.003857545744990335,1.0,0.0026417418505533035,1.0,1.9215693081466694e-05,1.678373931819297e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9881592270303624,8.17243153403085,4.011840772969636,1.8275684659691522,0.137551700466004,0.1,0.9154505959530483,30.0,0.08454940404695178,0.004197894287180485,1.0,0.0027642373072156614,1.0,1.967268853066519e-05,1.814883393243996e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9771299162687165,8.224165179922691,4.022870083731283,1.7758348200773122,0.1406374681491783,0.1,0.9117409636458754,30.0,0.08825903635412477,0.004535291207165719,1.0,0.002887229576360132,1.0,2.015332430727558e-05,1.950914465123937e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9681816462394702,8.273537864370155,4.031818353760529,1.7264621356298477,0.1440013948858392,0.1,0.907940650645912,30.0,0.09205934935408835,0.004870625397449113,1.0,0.0030115843592065407,1.0,2.066126553248376e-05,2.0867518546368838e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9606972693614813,8.320687323819808,4.039302730638518,1.6793126761801904,0.14756995819654425,0.1,0.9040422135593731,30.0,0.09595778644062711,0.005204934978028709,1.0,0.0031379259890392413,1.0,2.1199466242504933e-05,2.2227026789828412e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.954271135757001,8.365733827603421,4.045728864242998,1.6342661723965788,0.15128892308680453,0.1,0.9000414618414425,30.0,0.0999585381585576,0.005539319603162862,1.0,0.0032666883081065197,1.0,2.1770322142318842e-05,2.359090759240668e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9486253671925314,8.408781851713936,4.051374632807467,1.5912181482860637,0.15512029730896448,0.1,0.8959363870474158,30.0,0.10406361295258434,0.005874852041460773,1.0,0.00339816909765488,1.0,2.2375849046234905e-05,2.4962498734116803e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.943568772865878,8.449925145998062,4.05643122713412,1.550074854001941,0.1590365330499917,0.1,0.8917265693378684,30.0,0.10827343066213167,0.006212535782612627,1.0,0.0035325640204723575,1.0,2.3017785845687836e-05,2.6345200381584417e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9389682414956314,8.489250406346663,4.061031758504367,1.510749593653338,0.163016350300813,0.1,0.8874127549422993,30.0,0.11258724505770104,0.0065532781513743515,1.0,0.0036699930126958664,1.0,2.3697661673677055e-05,2.774244721014889e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.934731853193265,8.526838270952085,4.0652681468067335,1.473161729047918,0.1670434683771671,0.1,0.8829966101736805,30.0,0.11700338982631973,0.006897879702583912,1.0,0.003810518394489301,1.0,2.441683331231655e-05,2.915768921914298e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9307951773522241,8.562763975650915,4.069204822647774,1.437236024349088,0.17110572710970082,0.1,0.8784805052351949,30.0,0.1215194947648053,0.007247027350897237,1.0,0.003954159082245234,1.0,2.5176521265632317e-05,3.059437452769925e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.927114944421215,8.597098939627898,4.072885055578783,1.4029010603721048,0.17519338759385839,0.1,0.8738673930723599,30.0,0.12613260692764036,0.007601300025680661,1.0,0.004100897666911469,1.0,2.5977826630146643e-05,3.205593982625252e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9236540367198778,8.62991140135901,4.07634596328012,1.370088598640993,0.17929826680640026,0.1,0.8691605752643773,30.0,0.130839424735623,0.007961160232439207,1.0,0.00425069788800667,1.0,2.6821767284503057e-05,3.3545790346705956e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9203841245672467,8.66126724767622,4.079615875432751,1.3387327523237844,0.18341295740596095,0.1,0.8643637121920621,30.0,0.13563628780793813,0.008326972009373247,1.0,0.0044035027764453135,1.0,2.7709270359951896e-05,3.506729850910788e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9172903797900388,8.69123001699115,4.08270962020996,1.3087699830088513,0.18753093430746662,0.1,0.859480869544889,30.0,0.14051913045511127,0.008699021162219267,1.0,0.004559232070245323,1.0,2.8641155694557187e-05,3.6623802750649886e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9143548682152483,8.719860531820697,4.085645131784749,1.2801394681793061,0.19164668622912095,0.1,0.8545162633507679,30.0,0.14548373664923236,0.009077495431853155,1.0,0.004717800461097434,1.0,2.9618178815756768e-05,3.821858391376022e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9115668035792622,8.747217402784338,4.088433196420736,1.2527825972156645,0.19575536333298327,0.1,0.8494743938647116,30.0,0.15052560613528868,0.009462507752754187,1.0,0.004879106750672841,1.0,3.064100402841086e-05,3.985487572627436e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9089173898960023,8.773356740667747,4.091082610103997,1.2266432593322563,0.19985302219888648,0.1,0.8443599386268786,30.0,0.1556400613731215,0.009854101496642483,1.0,0.005043040905195188,1.0,3.1710216633285156e-05,4.153585046014424e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9063971381299419,8.79833321777616,4.093602861870057,1.2016667822238423,0.20393552869967246,0.1,0.8391776611034416,30.0,0.1608223388965586,0.010252259727115746,1.0,0.005209488449484243,1.0,3.2826337676308946e-05,4.326460919701758e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9039985342672344,8.822199601745092,4.096001465732765,1.1778003982549086,0.20799907704050702,0.1,0.8339324744838423,30.0,0.16606752551615797,0.010656904860508425,1.0,0.0053783271876141564,1.0,3.3989807280716555e-05,4.504418664147587e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9017133493684427,8.845007383540738,4.098286650631555,1.1549926164592637,0.21203955853802464,0.1,0.8286293402238298,30.0,0.17137065977617047,0.011067915987519333,1.0,0.0055494323892046225,1.0,3.520099238881614e-05,4.687753613913726e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8995345084679279,8.866805994697478,4.100465491532071,1.1331940053025247,0.2160534122789667,0.1,0.823273292789008,30.0,0.1767267072109922,0.01148513193049432,1.0,0.005722675051225719,1.0,3.646017671082523e-05,4.8767527370905965e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8974554606191715,8.887643012535458,4.102544539380827,1.1123569874645443,0.22003739231354238,0.1,0.8178694247677746,30.0,0.1821305752322257,0.011908349150095837,1.0,0.005897922275028932,1.0,3.776757101919435e-05,5.071694715703507e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8954704206559551,8.907563930338137,4.104529579344043,1.0924360696618676,0.2239888532573458,0.1,0.8124228498954146,30.0,0.18757715010458562,0.012337334288471587,1.0,0.006075038454791313,1.0,3.912331087871462e-05,5.272848939310787e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8935740553314508,8.926612640278579,4.106425944668548,1.0733873597214247,0.22790526294828417,0.1,0.8069386715932538,30.0,0.19306132840674647,0.012771826453005352,1.0,0.006253885618474754,1.0,4.05274644877459e-05,5.480475255662872e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8917614868813221,8.944831379041203,4.108238513118676,1.0551686209588027,0.2317842736558241,0.1,0.8014219778438454,30.0,0.1985780221561549,0.013211539412691457,1.0,0.00643432389293115,1.0,4.1980028536274324e-05,5.694823780270184e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8900280312538389,8.962261040956678,4.1099719687461596,1.0377389590433261,0.2356234404207516,0.1,0.7958777936210771,30.0,0.20412220637892312,0.013656169979648976,1.0,0.00661621273722858,1.0,4.348093084705833e-05,5.916134139054127e-06,0.0,0.01,0.2,10.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8883693007748982,8.978940711895799,4.1116306992251,1.0210592881042064,0.23942070124104572,0.1,0.7903110989153864,30.0,0.20968890108461408,0.01410539634928435,1.0,0.006799410655910578,1.0,4.5030026726493666e-05,6.144635606337676e-06,0.0,0.01,0.2,10.0
