Time,compartment,ADP,NAD,ATP,NADH,pyruvate,lactate,CoA,halfglucose,AcCoA,AcP,Ac,AcO,EtOH,AcLac,AcetoinIn,AcetoinOut,Butanediol,O2,PO4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14
0.132,1.0,0.8243312395506599,9.804840965670804,4.175668760449338,0.19515903432920267,0.35812745954484465,0.1,0.4162143517988507,30.0,0.5837856482011505,0.048954763319319756,1.0,0.019603531328303173,1.0,1.7547219317605594E-4,3.0915324956266974E-4,0.0,0.01,0.2,10.0,329.56797139780576,319.3190980016597,9.083210040378637,6.3115019716013,6.127099656670825,1.0473619773322815,0.9682444280284939,0.004270309740123908,0.001859966860271783,0.01236536542392622,-0.011677501925503379,335.62338940645884,18.043167672919754,5.264165795281678E-8
0.133,1.0,0.8242604677917047,9.805546581384496,4.175739532208292,0.19445341861551146,0.3592745847756884,0.1,0.41451428537251295,30.0,0.5854857146274882,0.04913704319571739,1.0,0.01968164792839831,1.0,1.7788618885611224E-4,3.103156342600838E-4,0.0,0.01,0.2,10.0,329.57219141363026,319.3486598757884,9.077942064727024,6.357056067899046,6.176886925798062,1.0448736466265496,0.967750207282204,0.004303226619907937,0.0018855542093000684,0.012411855051868802,-0.011678856322178756,335.67921459743997,17.997014476764097,5.336585665683367E-8
0.134,1.0,0.8241914922648161,9.8062339238513,4.175808507735179,0.193766076148707,0.36040165329687796,0.1,0.4128618746213745,30.0,0.5871381253786266,0.04931512669399577,1.0,0.019757790260282168,1.0,1.8030725994379063E-4,3.1145858413729E-4,0.0,0.01,0.2,10.0,329.57627410449584,319.37769411371664,9.07289152770115,6.401455023319238,6.225445377601365,1.042407349686013,0.9672383861634325,0.004335712072568584,0.0019112165421344112,0.012457567362233114,-0.0116795848093497,335.7336302318412,17.951962197127948,5.4092177983137185E-8
0.135,1.0,0.824124269980579,9.806903483616267,4.175875730019416,0.193096516383743,0.3615088414444916,0.1,0.4112557859295609,30.0,0.5887442140704402,0.04948908764316298,1.0,0.019831997936932123,1.0,1.8273490151657956E-4,3.125823259489924E-4,0.0,0.01,0.2,10.0,329.58022596041053,319.40620832176535,9.06805238476809,6.444725131884973,6.272801023352619,1.0399645410264253,0.9667104696097222,0.004367763782152139,0.0019369485067075869,0.0125025114251394,-0.01167970248352174,335.7866696663905,17.9079857277278,5.482047045497386E-8
0.136,1.0,0.8240587588008259,9.80755573653462,4.175941241199169,0.1924442634653876,0.3625963304083327,0.1,0.40969471926260087,30.0,0.5903052807374002,0.04965900009366644,1.0,0.019904310492747157,1.0,1.8516861184382564E-4,3.1368708713477844E-4,0.0,0.01,0.2,10.0,329.58405306753247,319.4342098955591,9.063418551736033,6.4868923388189295,6.318979646806886,1.0375465550170602,0.9661678980870718,0.004399379776423238,0.001962744784794888,0.012546696338065648,-0.011679224453180918,335.83836561785705,17.865060522134932,5.555058355314769E-8
0.137,1.0,0.8239949174300942,9.808191144359698,4.1760050825699,0.19180885564030953,0.3636643060683861,0.1,0.4081774077210101,30.0,0.5918225922789911,0.04982493819987843,1.0,0.019974767329865074,1.0,1.876078926927287E-4,3.1477309582540774E-4,0.0,0.01,0.2,10.0,329.5877611357904,319.4617060424151,9.0589839284571,6.527982225525067,6.36400678168715,1.0351546110869887,0.96561204884254,0.004430558422226827,0.001988600095257513,0.012590131226099732,-0.011678165811974117,335.88875016824966,17.82316257683448,5.6282367807818606E-8
0.138,1.0,0.8239327054071338,9.808810155293314,4.176067294592861,0.19118984470669373,0.36471295881420585,0.1,0.40670261706253774,30.0,0.5932973829374634,0.04998697610996146,1.0,0.020043407668341826,1.0,1.9005224962610268E-4,3.1584058082685976E-4,0.0,0.01,0.2,10.0,329.5913555245608,319.488703801577,9.05474241997872,6.568019996385957,6.407907691219863,1.0327898188617146,0.9650442372690676,0.004461298420071304,0.0020145091971986574,0.01263282524130205,-0.011676541614212305,335.9378547700389,17.782268415539118,5.70156748878308E-8
0.139,1.0,0.8238720830963917,9.809413204502057,4.176127916903603,0.1905867954979491,0.3657424833498794,0.1,0.4052691451971999,30.0,0.5947308548028012,0.050145187862875765,1.0,0.0201102705000148,1.0,1.925011922912519E-4,3.1688977158511887E-4,0.0,0.01,0.2,10.0,329.5948412665428,319.5152100624556,9.050687955366268,6.607030467264235,6.450707349614543,1.0304531832165058,0.9644657183615777,0.004491598798007723,0.00204046689302542,0.012674787561297715,-0.01167436685253449,335.98571025145776,17.7423550746127,5.775035768737557E-8
0.14,1.0,0.8238130116794187,9.810000714602571,4.176186988320576,0.18999928539743446,0.36675307848698335,0.1,0.40387582165888325,30.0,0.5961241783411181,0.05029964729228716,1.0,0.020175394545878904,1.0,1.949542346993923E-4,3.1792089813439863E-4,0.0,0.01,0.2,10.0,329.59822308996837,319.5412315810213,9.046814504399869,6.645038055601184,6.492430425384004,1.02814560923478,0.9638776882459161,0.004521458904876404,0.0020664680314104737,0.012716027387206418,-0.011671656437578845,336.0323468219281,17.703400089475924,5.8486270409817686E-8
0.141,1.0,0.8237554531461491,9.81057309611855,4.176244546853845,0.1894269038814564,0.36774494692773363,0.1,0.402521507056998,30.0,0.5974784929430034,0.050450427937130234,1.0,0.020238818216810815,1.0,1.9741089549512193E-4,3.1893419103125103E-4,0.0,0.01,0.2,10.0,329.6015054392664,319.56677499449194,9.043116092331108,6.682066772009561,6.5331012664051595,1.0258679070616257,0.9632812857644305,0.004550878402989056,0.002092507510148252,0.012756553941007736,-0.011668425179519265,336.0777940776411,17.66538148188093,5.922326864853657E-8
0.142,1.0,0.8236993702860216,9.811130747911923,4.176300629713974,0.18886925208808167,0.36871829504033937,0.1,0.40120509251136954,30.0,0.5987949074886321,0.05059760295857973,1.0,0.02030057957748289,1.0,1.9987069821551676E-4,3.1992988127676943E-4,0.0,0.01,0.2,10.0,329.6046924942951,319.59184683444715,9.039586812869658,6.718140213262096,6.5727438866234555,1.023620796644162,0.9626775941039768,0.004579857260311196,0.0021185802789011493,0.012796376462430297,-0.01166468777133391,336.12208100732136,17.628277747955035,5.996120946465502E-8
0.143,1.0,0.8236447266789179,9.811674057590443,4.176355273321078,0.18832594240956138,0.3696733326283829,0.1,0.39992549907328934,30.0,0.6000745009267123,0.0507412450631815,1.0,0.020360716313313956,1.0,2.023331715384954E-4,3.209082002288797E-4,0.0,0.01,0.2,10.0,329.6077881882441,319.61645353848854,9.036220839555288,6.753281556581277,6.611381954307409,1.0214049123517681,0.9620676424539073,0.004608395742206241,0.002144681341831973,0.012835504205444468,-0.011660458773682663,336.165235998188,17.592067846925406,6.069995146154861E-8
0.144,1.0,0.823591486685897,9.812203401893607,4.176408513314099,0.18779659810639718,0.37061027269588154,0.1,0.3986816771354029,30.0,0.6013183228645987,0.05088142643189437,1.0,0.02041926570030947,1.0,2.047978495201584E-4,3.2186937950651407E-4,0.0,0.01,0.2,10.0,329.6107962243006,319.6406014605682,9.033012435657877,6.787513555140146,6.649038781762739,1.0192208074706148,0.961452407683193,0.004636494402799589,0.0021708057601195086,0.01287394643443043,-0.011655752601276471,336.2072868421294,17.55673119044735,6.143935485604752E-8
0.145,1.0,0.8235396154397207,9.812719147058727,4.176460384560276,0.18728085294127692,0.37152933120952514,0.1,0.39747260583287786,30.0,0.6025273941671238,0.05101821865479466,1.0,0.020476264577648704,1.0,2.072642718208689E-4,3.228136508872786E-4,0.0,0.01,0.2,10.0,329.6137200911687,319.66429688008816,9.029955962736151,6.8208585346879325,6.685737316419119,1.0170689585679416,0.9608328160272057,0.004664154076017533,0.002196948654354744,0.01291171242008604,-0.011650583510632589,336.2482607420925,17.522247632467558,6.217928154626067E-8
0.146,1.0,0.8234890788351613,9.813221649168712,4.176510921164836,0.18677835083129316,0.3724307268594407,0.1,0.3962972924380848,30.0,0.6037027075619168,0.05115169267119645,1.0,0.020531749322881487,1.0,2.0973198391989527E-4,3.2374124620005996E-4,0.0,0.01,0.2,10.0,329.61656307751934,319.6875460098773,9.027045887975017,6.853338391218382,6.721500133205425,1.0149497697226422,0.9602097447759702,0.004691375866352985,0.0022231052068158396,0.012948811435132237,-0.011644965589114209,336.2881843186932,17.488597459562506,6.291959517596858E-8
0.147,1.0,0.8234398435190953,9.81371125448299,4.176560156480901,0.18628874551701471,0.3733146808196952,0.1,0.3951547717508251,30.0,0.6048452282491766,0.05128191871494292,1.0,0.020585755829601537,1.0,2.1220053731848968E-4,3.246523972138632E-4,0.0,0.01,0.2,10.0,329.6193282854478,319.7103550031352,9.02427679041164,6.88497458960254,6.756349428132917,1.0128635766195775,0.9595840239567694,0.004718161139406652,0.0022492706636205216,0.012985252749867796,-0.011638912745161158,336.32708361704147,17.455761381699062,6.36601611955469E-8
0.148,1.0,0.8233918768803848,9.814188299752878,4.176608123119612,0.18581170024712737,0.37418141650962483,0.1,0.3940441054859545,30.0,0.6059558945140473,0.05140896626462692,1.0,0.020638319487468054,1.0,2.146694897313236E-4,3.255473355240315E-4,0.0,0.01,0.2,10.0,329.6220186430053,319.73272995943825,9.021643366151318,6.91578816311163,6.790307013008563,1.0108106505058951,0.958956438005008,0.0047445115122494285,0.002275440336755042,0.013021045627619299,-0.011632438699624747,336.36498411378017,17.423720523371106,6.440084691939707E-8
0.149,1.0,0.8233451470395566,9.814653112522523,4.17665485296044,0.18534688747748532,0.3750311593569592,0.1,0.3929643816600825,30.0,0.6070356183399193,0.05153290399850253,1.0,0.02068947516445137,1.0,2.1713840526624729E-4,3.2642629243687094E-4,0.0,0.01,0.2,10.0,329.6246369158703,319.7546769298857,9.019140432666047,6.945799713759454,6.823394311204309,1.008791202008355,0.9583277274180777,0.004770428843648764,0.002301609605979379,0.01305619932012736,-0.011625556978125309,336.40191072432617,17.39245641507155,6.514152157987417E-8
0.15,1.0,0.8232996228382874,9.815106011416479,4.17670037716171,0.18489398858352882,0.37586413656360407,0.1,0.39191471397886746,30.0,0.6080852860211342,0.05165379975385341,1.0,0.020739257191182796,1.0,2.1960685459238117E-4,3.2728949885358624E-4,0.0,0.01,0.2,10.0,329.6271857182178,319.7762019214662,9.016762932261104,6.975029413397412,6.85563235441077,1.0068053848113099,0.9576985903877602,0.004795915224198929,0.0023277739206087503,0.013090723062905273,-0.011618280904357039,336.437887810306,17.36195098506424,6.588205637771434E-8
0.151,1.0,0.8232552738287104,9.815547306414881,4.176744726171287,0.1844526935851268,0.37668057687484363,0.1,0.39089424122628097,30.0,0.6091057587737205,0.05177172049058848,1.0,0.020787699347292764,1.0,2.220744150965846E-4,3.281371851543277E-4,0.0,0.01,0.2,10.0,329.62966752283984,319.7973109007142,9.014505934788147,7.003497005498739,6.887041780307293,1.0048532991955723,0.957069684407389,0.004820972966392321,0.002353928801171918,0.013124626070602104,-0.011610623594269233,336.47293918717327,17.332186551424822,6.662232452897538E-8
0.152,1.0,0.8232120702625539,9.815977299117018,4.176787929737443,0.18402270088299,0.3774807103526329,0.1,0.3899021266570796,30.0,0.610097873342922,0.05188673225884046,1.0,0.020834834849625363,1.0,2.2454067102838435E-4,3.2896958108304944E-4,0.0,0.01,0.2,10.0,329.63208467057024,319.81800979672744,9.012364639676976,7.031221807572202,6.91764283108294,1.0029349954389526,0.9564416278505906,0.004845604594666226,0.0023800698409471707,0.013157917532398266,-0.011602597951058728,336.50708813199793,17.303145814323464,6.736220130851529E-8
0.153,1.0,0.8231699830801322,9.816396282994123,4.176830016919865,0.1836037170058835,0.37826476815356463,0.1,0.3889375573935929,30.0,0.6110624426064086,0.05199890017034865,1.0,0.020880696342221342,1.0,2.27005213633475E-4,3.2978691563379404E-4,0.0,0.01,0.2,10.0,329.6344393790604,319.83830450360296,9.010334377352173,7.058222714148672,6.947455352746398,1.0010504770796436,0.955815001518956,0.004869812835456924,0.0024061927073771626,0.01319060660745808,-0.01159421666091198,336.54035739140795,17.2748118485258,6.810156409004249E-8
0.154,1.0,0.8231289838992004,9.816804543632065,4.176871016100796,0.18319545636793907,0.3790329823120178,0.1,0.38799974382782454,30.0,0.6120002561721771,0.05210828837341291,1.0,0.02092531588796533,1.0,2.29467641275935E-4,3.30589416938935E-4,0.0,0.01,0.2,10.0,329.63673375094953,319.8582008823548,9.008410610095739,7.084518200287402,6.976498795165384,0.9991997040441108,0.9551903501564873,0.004893600607290463,0.0024322931433641407,0.013222702420460692,-0.011585492189439649,336.5727691896741,17.247168096091873,6.88402923827805E-8
0.155,1.0,0.8230890450036953,9.817202358964574,4.176910954996301,0.18279764103543025,0.37978558552892266,0.1,0.38708791902974854,30.0,0.6129120809702533,0.052214960031212156,1.0,0.020968724961796928,1.0,2.319275595493268E-4,3.313773121598361E-4,0.0,0.01,0.2,10.0,329.6389697814703,319.87770476236136,9.006588932411706,7.1101263255518905,7.00479221277905,0.9973825956414236,0.9545681839290435,0.004916971010937047,0.002458366968447334,0.013254214057227633,-0.011576436778751238,336.6043452369215,17.22019835925495,6.957826786479804E-8
0.156,1.0,0.8230501393323753,9.817589999497569,4.176949860667621,0.18241000050243303,0.3805228109665106,0.1,0.386201338162589,30.0,0.613798661837413,0.05231897730328735,1.0,0.021010954445388953,1.0,2.3438458137687394E-4,3.321508273803218E-4,0.0,0.01,0.2,10.0,329.64114936552886,319.8968219423986,9.00486507094429,7.135064738408218,7.032354265929972,0.9955990334263362,0.9539489798674208,0.004939927319653686,0.0024844100798645744,0.013285150560462766,-0.01156706244511944,336.6351067374501,17.193886793465204,7.031537441306218E-8
0.157,1.0,0.8230122404673793,9.817967728525158,4.176987759532617,0.1820322714748449,0.38124489204935763,0.1,0.3853392779057735,30.0,0.6146607220942286,0.05242040132999505,1.0,0.02105203462319968,1.0,2.3683832710092993E-4,3.329101875032903E-4,0.0,0.01,0.2,10.0,329.64327430429506,319.9155581912998,9.003234883996866,7.15935068100184,7.059203222764491,0.9938488639336586,0.9533331832729817,0.004962472969537558,0.0025104184535003917,0.013315520925618,-0.011557380977188551,336.6650743981528,17.16821790058467,7.105149813027897E-8
0.158,1.0,0.8229753226227233,9.818335802337723,4.177024677377272,0.18166419766228087,0.38195206227197415,0.1,0.38450103588616913,30.0,0.615498964113833,0.052519292219745245,1.0,0.021091995179809742,1.0,2.3928842456197189E-4,3.33655616150749E-4,0.0,0.01,0.2,10.0,329.6453463113329,319.9339192482882,9.001694360695446,7.183000994271293,7.085356961653545,0.9921319012866789,0.9527212090850583,0.004984611550010373,0.0025363881447230865,0.013345334096895792,-0.011547403934683814,336.6942684370136,17.143176522222195,7.178652736859156E-8
0.159,1.0,0.8229393606327494,9.818694470422596,4.177060639367246,0.18130552957740767,0.38264455501314165,0.1,0.3836859301181287,30.0,0.6163140698818734,0.05261570903884319,1.0,0.021130865198457617,1.0,2.4173450916736895E-4,3.343873355674997E-4,0.0,0.01,0.2,10.0,329.6473670183086,319.9519108230183,9.000239619836355,7.206032123360289,7.110832974088044,0.9904479296826242,0.9521134432095936,0.005006346794452066,0.002562315289113412,0.013374598963397656,-0.011537142647581787,336.72270859167037,17.118747833198466,7.252035275021069E-8
0.16,1.0,0.8229043299405449,9.819043975657689,4.17709567005945,0.180956024342313,0.38332260335715623,0.1,0.38289329845280223,30.0,0.6171067015471999,0.052709709803762744,1.0,0.021168673160691258,1.0,2.4417622395019056E-4,3.351055665286616E-4,0.0,0.01,0.2,10.0,329.64933798029807,319.96953859536774,8.998866908455001,7.2284601232919705,7.135648368005838,0.9887967057582877,0.9515102438086931,0.005027682571000292,0.002588196103087677,0.013403324355426165,-0.011526608215704014,336.75041412803023,17.09491733513268,7.325286718505716E-8
0.161,1.0,0.8228702065863497,9.819384554498463,4.177129793413645,0.18061544550153966,0.38398643992208825,0.1,0.3821224980371046,30.0,0.6178775019628975,0.05280135147568522,1.0,0.021205446947056887,1.0,2.466132196183313E-4,3.35810528251174E-4,0.0,0.01,0.2,10.0,329.6512606807251,319.98680821500386,8.997572600149232,7.2503006648716966,7.159819871509497,0.9871779608390553,0.9509119425509599,0.005048622873530204,0.002614026884418209,0.013431519040946088,-0.011515811508700118,336.7774038489199,17.071670850143548,7.398396588549939E-8
0.162,1.0,0.8228369671959663,9.819716437158556,4.177163032804027,0.18028356284144667,0.3846362966951386,0.1,0.3813729047826642,30.0,0.6186270952173378,0.05289068995714492,1.0,0.021241213838749117,1.0,2.4904515459424126E-4,3.365024383093924E-4,0.0,0.01,0.2,10.0,329.6531365359555,320.0037253007672,8.996353193188094,7.271569040787034,7.1833638369366,0.9855914030747737,0.950318845822643,0.00506917181282756,0.0026398040126542448,0.013459191722209255,-0.011504763166386465,336.8036961027612,17.048994514658656,7.471354637827236E-8
0.163,1.0,0.8228045889691876,9.820039847784422,4.177195411030807,0.17996015221558173,0.3852724048751299,0.1,0.38064391284502647,30.0,0.6193560871549755,0.05297778009062966,1.0,0.021276000520150218,1.0,2.514716950455578E-4,3.3718151255485184E-4,0.0,0.01,0.2,10.0,329.65496689956797,320.02029543988766,8.995205308434294,7.292280171875716,7.206296245246412,0.9840367194658011,0.9497312358997658,0.005089333607966258,0.0026655239494463674,0.013486351032546072,-0.011493473599412135,336.8293087922546,17.026874773326636,7.544150851366734E-8
0.164,1.0,0.8227730496682587,9.820355004624224,4.177226950331737,0.17964499537577902,0.3858949947221462,0.1,0.3799349341133295,30.0,0.6200650658866725,0.05306267565899117,1.0,0.021309833082189263,1.0,2.538925149069442E-4,3.378479650402504E-4,0.0,0.01,0.2,10.0,329.6567530663268,320.03652418707026,8.994125687106127,7.312448613534738,7.228632710689143,0.9825135777828663,0.9491493720815399,0.005109112577900207,0.0026911832387777434,0.013513005533325814,-0.01148195299022228,336.85425938305934,17.005298373028026,7.616775447208326E-8
0.165,1.0,0.8227423276063834,9.82066212019129,4.177257672393612,0.1793378798087132,0.3865042954143018,0.1,0.37924539771062593,30.0,0.6207546022893763,0.05314542938752741,1.0,0.021342737026455234,1.0,2.5630729589344456E-4,3.385020079476748E-4,0.0,0.01,0.2,10.0,329.6584962758751,320.05241706346453,8.993111188402445,7.332088562245368,7.2503884857258445,0.9810216283842036,0.9485734917854547,0.0051285131332777555,0.002716778507105444,0.013539163711086566,-0.011470211294293863,336.87856491246185,16.984252356980768,7.689218876803337E-8
0.166,1.0,0.8227124016362928,9.82096140142234,4.1772875983637014,0.17903859857766202,0.3871005349115977,0.1,0.37857474950497977,30.0,0.6214252504950226,0.053226092947605365,1.0,0.021374737270001328,1.0,2.5871572750566955E-4,3.391438515210703E-4,0.0,0.01,0.2,10.0,329.6601977161667,320.0679795555445,8.992158787012283,7.351213862191049,7.271578466169302,0.9795605059335596,0.9480038116045345,0.00514753976848566,0.0027423064634151642,0.01356483397483492,-0.011458258241619407,336.90224199801554,16.963724058937323,7.761471825170086E-8
0.167,1.0,0.8226832511388857,9.821253049830752,4.1773167488611085,0.17874695016924952,0.3876839398268024,0.1,0.377922451631428,30.0,0.6220775483685742,0.05330471696169961,1.0,0.021405858150780575,1.0,2.611175070271308E-4,3.397737040029373E-4,0.0,0.01,0.2,10.0,329.66185852665944,320.0832171139175,8.991265570528705,7.369838011946909,7.292217196518087,0.9781298310226859,0.9474405283273377,0.005166197053928374,0.002767763899192728,0.013590024653514688,-0.011446103338415179,336.92530684614354,16.943701097470736,7.833525210813923E-8
0.168,1.0,0.8226548560119515,9.821537261655047,4.177345143988042,0.17846273834495321,0.38825473530327026,0.1,0.3772879820248625,30.0,0.6227120179751396,0.053381351009728024,1.0,0.021436123433656078,1.0,2.635123395140425E-4,3.4039177157521865E-4,0.0,0.01,0.2,10.0,329.66347980128114,320.0981351520763,8.990428736784803,7.387974171221099,7.312318875457632,0.9767292117018285,0.9468838199213154,0.005184489628547114,0.0027931476883157566,0.01361474399364324,-0.011433755869033795,336.94777526069606,16.9241713703473,7.905370185421274E-8
0.169,1.0,0.8226271966589889,9.821814228002822,4.177372803341004,0.17818577199717806,0.3888131448995983,0.1,0.37667083396385304,30.0,0.623329166036149,0.05345604363657287,1.0,0.021465556316931905,1.0,2.6589993777791077E-4,3.4099825830432673E-4,0.0,0.01,0.2,10.0,329.66506259118523,320.1127390451149,8.989645591128046,7.40563516763006,7.331897361504219,0.9753582449218039,0.9463338464802286,0.0052024221925822504,0.002818454786868874,0.01363900015711335,-0.011421224898060998,336.96966265145016,16.90512304898405,7.976998133337322E-8
0.17,1.0,0.8226002539781269,9.822084134990291,4.177399746021866,0.17791586500970963,0.389359390481003,0.1,0.3760705156254055,30.0,0.6239294843745964,0.05352884236068112,1.0,0.021494179439353542,1.0,2.6828002236122905E-4,3.415933660902465E-4,0.0,0.01,0.2,10.0,329.6666079073136,320.12703412841915,8.988913543647802,7.422833503491057,7.3509661787692515,0.9740165178911734,0.9457907511363425,0.005219999500581421,0.002843682232885865,0.013662801219158128,-0.011408519272578433,336.9909840425463,16.88654457298954,8.048400670836871E-8
0.171,1.0,0.822574009351163,9.82234716387763,4.177425990648831,0.17765283612237143,0.38989369211728625,0.1,0.37548654965062134,30.0,0.6245134503493804,0.05359979368364383,1.0,0.021522014887529653,1.0,2.7065232150659893E-4,3.4217729461963965E-4,0.0,0.01,0.2,10.0,329.6681167227775,320.14102569634446,8.988230106369299,7.439581362616989,7.369538522822984,0.9727036093519551,0.9452546609381667,0.0052372263546548725,0.0028688271460221267,0.013686155166475863,-0.011395647624575877,337.0117540808496,16.86842464478642,8.119569645197967E-8
0.172,1.0,0.8225484446327201,9.82260349120028,4.177451555367274,0.1773965087997248,0.3904162679872503,0.1,0.3749184727212012,30.0,0.6250815272788005,0.053668943100660574,1.0,0.021549084203729394,1.0,2.730165711195906E-4,3.427502413228635E-4,0.0,0.01,0.2,10.0,329.6695899750691,320.15471900089466,8.987592890426127,7.455890617099558,7.387627266638117,0.971419090777351,0.944725687694541,0.0052541075979787326,0.0028938867271607735,0.013709069895511539,-0.011382618373496453,337.03198704423113,16.850752224314945,8.190497133587717E-8
0.173,1.0,0.8225235421395346,9.822853288896347,4.177476457860461,0.17714671110365526,0.3909273342894079,0.1,0.37436583514671473,30.0,0.6256341648532869,0.05373633511179975,1.0,0.021575408394012254,1.0,2.753725147256565E-4,3.433124013348124E-4,0.0,0.01,0.2,10.0,329.6710285681176,320.16811925041003,8.986999603222193,7.471772834068323,7.405244966595386,0.9701625274947931,0.9442039287858807,0.005270648108546021,0.0029188582579557196,0.01373155321089112,-0.01136943972890072,337.05169684976397,16.833516523816364,8.261175441769694E-8
0.174,1.0,0.8224992846398808,9.823096724430302,4.1775007153601145,0.176903275569702,0.3914271051588287,0.1,0.3738282004625382,30.0,0.6261717995374635,0.05380201323397158,1.0,0.021601007936649846,1.0,2.777199034214064E-4,3.438639674594799E-4,0.0,0.01,0.2,10.0,329.67243337419893,320.1812316082732,8.986448045592835,7.487239282414264,7.422403868534522,0.9689334797376367,0.9436894679434124,0.005286852793164561,0.002943739100314983,0.013753612824004684,-0.011356119693235859,337.0708970618224,16.816707002695416,8.331597102642193E-8
0.175,1.0,0.8224756553431374,9.823333960913011,4.177524344656856,0.17666603908699274,0.39191579258995446,0.1,0.37330514503834705,30.0,0.6266948549616546,0.053866020013535285,1.0,0.021625902790801458,1.0,2.800584958205492E-4,3.4440513013813653E-4,0.0,0.01,0.2,10.0,329.67380523571063,320.1940611916428,8.985936108973876,7.502300939467552,7.439115913835233,0.9677315036287077,0.9431823759972547,0.00530272658170025,0.0029685266958274672,0.013775256351734162,-0.011342666064697518,337.0896009000849,16.800313362461342,8.401754874616475E-8
0.176,1.0,0.8224526378895053,9.823565157218349,4.177547362110488,0.17643484278165622,0.3923936063652103,0.1,0.37279625769703384,30.0,0.6272037423029676,0.05392839703946724,1.0,0.02165011240540753,1.0,2.8238805799479853E-4,3.4493607742101237E-4,0.0,0.01,0.2,10.0,329.6751449668212,320.2066130702192,8.985461772586532,7.516968497620257,7.455392745514198,0.9665561520988625,0.942682711594196,0.00531827442156355,0.002993218565136381,0.013796491315321197,-0.011329086440171969,337.1078212474311,16.784325541746796,8.471641739843955E-8
0.177,1.0,0.8224302163398753,9.823790468096414,4.177569783660119,0.17620953190358854,0.39286075398923515,0.1,0.3723011393439096,30.0,0.6276988606560917,0.05398918495702113,1.0,0.021673655728267512,1.0,2.8470836341003904E-4,3.4545699494236917E-4,0.0,0.01,0.2,10.0,329.67645335500356,320.21889226505033,8.985023100645032,7.5312523708857055,7.4712457143250806,0.9654069757435843,0.9421905218860204,0.0053335012724365725,0.0030178123072623964,0.013817325139370607,-0.011315388218248507,337.12557065772893,16.76873371140415,8.54125090230117E-8
0.178,1.0,0.8224083751658552,9.824010044283545,4.1775916248341405,0.17598995571645884,0.39331744062855045,0.1,0.37181940260603474,30.0,0.6281805973939668,0.05404842348181618,1.0,0.021696551215270626,1.0,2.870191928580384E-4,3.4596806589884556E-4,0.0,0.01,0.2,10.0,329.67773116245854,320.23090374738103,8.984618239593173,7.54516270138705,7.48668588484973,0.9642835236206476,0.9417058431892534,0.005348412101237523,0.003042305598879626,0.013837765150984692,-0.011301578602291721,337.14286136351194,16.753528269678803,8.610575785741152E-8
0.179,1.0,0.8223870992399581,9.824224032609159,4.177612900760037,0.17577596739084314,0.39376386905648486,0.1,0.3713506714815158,30.0,0.6286493285184857,0.05410615141429344,1.0,0.021718816839750226,1.0,2.893203343839875E-4,3.464694710309559E-4,0.0,0.01,0.2,10.0,329.6789791274399,320.24265243755235,8.98424541537525,7.558709365768491,7.501724041569811,0.9631853439916993,0.9412287016171755,0.005363011877318942,0.0030666961935473707,0.013857818579023693,-0.011287664603563861,337.15970528353733,16.738699837458995,8.679610031519624E-8
0.18,1.0,0.8223663738259558,9.824432576099621,4.17763362617404,0.17556742390038235,0.3942002396031691,0.1,0.3708945809985987,30.0,0.6291054190014027,0.05416240665448451,1.0,0.021740470101934365,1.0,2.916115832101437E-4,3.4696138860762315E-4,0.0,0.01,0.2,10.0,329.68019796548543,320.2541432039514,8.983902930746202,7.57190198152327,7.516370694908998,0.962111985010561,0.9407591136849525,0.005377305567895754,0.0030909819209005668,0.013877492553487575,-0.011273653044389596,337.1761140302268,16.72423925360182,8.74834749630431E-8
0.181,1.0,0.8223461845694002,9.824635814079139,4.177653815430595,0.1753641859208644,0.3946267501104176,0.1,0.3704507768843755,30.0,0.629549223115626,0.054217226217040684,1.0,0.021761528038467134,1.0,2.938927416558438E-4,3.474439944136231E-4,0.0,0.01,0.2,10.0,329.681388370562,320.26538086201793,8.983589162624968,7.584749913233369,7.530636087236832,0.9610629953609848,0.9402970868887413,0.005391298133698762,0.0031151606858017596,0.013896794105014244,-0.011259550561354185,337.1920989169819,16.710137570335014,8.816782249675313E-8
0.182,1.0,0.8223265174883121,9.824833882267868,4.177673482511683,0.17516611773213553,0.39504359589131044,0.1,0.3700189152429231,30.0,0.6299810847570784,0.05427064624647452,1.0,0.021782007231977128,1.0,2.961636190541479E-4,3.479174617398209E-4,0.0,0.01,0.2,10.0,329.6825510161303,320.2763701733073,8.983302559494854,7.597262278716414,7.544530198826077,0.9600379248464512,0.9398426202595872,0.005404994524848979,0.003139230467457379,0.013915730164489422,-0.011245363608528479,337.2076709653785,16.696386048734155,8.884908571624436E-8
0.183,1.0,0.8223073589640434,9.825026912877254,4.177692641035952,0.17497308712274987,0.3954509696942917,0.1,0.3695986622426823,30.0,0.6304013377573192,0.054322702032569205,1.0,0.021801923820671164,1.0,2.9842403166536633E-4,3.4838196137607834E-4,0.0,0.01,0.2,10.0,329.68368655613574,320.28711584461473,8.983041638853875,7.609447955075987,7.558062753756398,0.9590363249345483,0.939395704892955,0.005418399676947854,0.0031631893185009585,0.013934307562763306,-0.011231098460713384,337.2228409122334,16.682976154274925,8.95272094996099E-8
