Time,compartment,GSH,HTA,SLG,Lac,MG,vneHTA,vGlxI
42130.0,1.0,1.183374797426688,0.003957731374449139,6.8126674711988615,0.0,0.01,2.6165623057109247E-5,2.6250969255181898E-5
42140.0,1.0,1.183113182070475,0.0039568636134536565,6.812929954316069,0.0,0.01,2.615256945142242E-5,2.6237873234610333E-5
42150.0,1.0,1.182851697227406,0.00395599628460369,6.81319230648799,0.0,0.01,2.6139523123453086E-5,2.6224784515235762E-5
42160.0,1.0,1.1825903428247186,0.003955129387659094,6.813454527787622,0.0,0.01,2.612648406835876E-5,2.6211703092199303E-5
42170.0,1.0,1.1823291187896998,0.003954262922379882,6.81371661828792,0.0,0.01,2.6113452281298702E-5,2.6198628960646117E-5
42180.0,1.0,1.1820680250496844,0.003953396888526225,6.813978578061789,0.0,0.01,2.6100427757439967E-5,2.618556211572542E-5
42190.0,1.0,1.181807061532056,0.003952531285858457,6.814240407182085,0.0,0.01,2.608741049194875E-5,2.6172502552590508E-5
42200.0,1.0,1.1815462281642461,0.003951666114137067,6.814502105721617,0.0,0.01,2.6074400479999052E-5,2.6159450266398732E-5
42210.0,1.0,1.1812855248737346,0.003950801373122704,6.814763673753143,0.0,0.01,2.6061397716767472E-5,2.6146405252311435E-5
42220.0,1.0,1.1810249515880498,0.003949937062576176,6.815025111349374,0.0,0.01,2.604840219743148E-5,2.613336750549406E-5
42230.0,1.0,1.1807645082347675,0.003949073182258443,6.815286418582973,0.0,0.01,2.603541391718242E-5,2.6120337021115995E-5
42240.0,1.0,1.180504194741513,0.003948209731930632,6.815547595526556,0.0,0.01,2.602243287120557E-5,2.6107313794350753E-5
42250.0,1.0,1.180244011035958,0.003947346711354024,6.815808642252687,0.0,0.01,2.6009459054692277E-5,2.6094297820375872E-5
42260.0,1.0,1.1799839570458233,0.003946484120290057,6.816069558833886,0.0,0.01,2.599649246284256E-5,2.6081289094372813E-5
42270.0,1.0,1.1797240326988774,0.003945621958500327,6.816330345342622,0.0,0.01,2.5983533090853835E-5,2.6068287611527166E-5
42280.0,1.0,1.179464237922937,0.003944760225746587,6.816591001851315,0.0,0.01,2.597058093393393E-5,2.6055293367028455E-5
42290.0,1.0,1.1792045726458664,0.003943898921790749,6.816851528432341,0.0,0.01,2.5957635987289805E-5,2.6042306356070272E-5
42300.0,1.0,1.1789450367955787,0.003943038046394883,6.8171119251580246,0.0,0.01,2.5944698246136225E-5,2.6029326573850184E-5
42310.0,1.0,1.1786856303000335,0.003942177599321215,6.817372192100644,0.0,0.01,2.5931767705687087E-5,2.6016354015569765E-5
42320.0,1.0,1.1784263530872394,0.003941317580332127,6.817632329332428,0.0,0.01,2.5918844361166697E-5,2.600338867643459E-5
42330.0,1.0,1.1781672050852516,0.003940457989190157,6.817892336925557,0.0,0.01,2.590592820779676E-5,2.5990430551654232E-5
