0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-09,50.0,1e-09,1e-09,0.001,0.058,1e-09,0.0312,0.0125,0.0352,0.01,0.437,0.059,0.094,0.019,3.8,0.094,1e-09,0.5,0.5,0.5,0.06,0.004,6.4,0.1,1e-09,0.307,1e-09,1e-09,6.67,0.09,0.017
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.569468567887041,50.0,0.2033024533361537,0.000194687666198503,0.00021334179283251018,0.16700403757571097,0.0005919725409689873,0.04401267637014863,0.01087270497868393,0.11493431291976659,0.04390922342581585,0.5175651276624623,0.2776680243117086,0.6678911493654344,0.7494488029850618,3.0695511970149396,0.1253791724752575,0.7578892481936575,0.6490798460114674,0.31770107290838884,0.12185186957461938,0.03490305919403639,0.008509928105355086,6.456441873640892,0.08184503330062161,2.4961064877564922,0.5333123168770882,0.24696984766211744,0.19155769346025128,9.123724194916816,0.08420452570131866,0.07795902267718395
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.587512900298226,50.0,0.43526621022200324,0.00017900119101265925,0.0001935199272742659,0.2011030902135837,0.000627480881713076,0.055909409851295735,0.013819228740273424,0.12456786676041774,0.04771770924422626,0.5604573193249361,0.27121657495643886,0.6446690796942806,0.6217204820964793,3.1972795179035223,0.357029337997182,1.6023116294761326,0.7267570176859366,0.31442115124411807,0.1455235383461776,0.043298886135432875,0.00948697930251737,6.503293561820774,0.05937884231249372,4.068611855139879,1.152073506819533,0.5663540623873258,0.4868541336631607,10.742905796640333,0.12557968803300587,0.11050557377282627
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.599017369314066,50.0,0.6687110450640675,0.0001700105301636261,0.00018239414770784373,0.21856108308253902,0.0006475973221285313,0.057185400049784826,0.014143494921593353,0.12710190653205045,0.04859079687808341,0.5719730912623169,0.2562385207554156,0.5770433040511813,0.526253498631221,3.2927465013687804,0.5578590415417082,2.2239422742841026,0.6785270788599539,0.3062854089489299,0.14179953316015684,0.040971870817343506,0.009399104885960073,6.550551183959632,0.04466764941465363,5.366675036979078,2.1257509042429397,1.040663096160428,0.9185248753819676,12.052913354226476,0.179585572111827,0.16671207885172168
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6099134038081897,50.0,0.903144696160828,0.00016115725733330602,0.00017154642461555681,0.23827893369072542,0.0006672983180511384,0.05711144815889353,0.01411398369424035,0.12364226103653646,0.04719726211468166,0.5564326224546884,0.2287617732477414,0.5065920812925409,0.4346803707020462,3.384319629297955,0.7269549723979427,2.667916366193396,0.5944072251889403,0.29364240580323714,0.12966530354813463,0.03812912137951103,0.009217359777855667,6.590497080123579,0.03268768447521965,6.403032489520482,3.372938188256161,1.6207433314190018,1.477241258461289,13.044131101999561,0.21165153955842744,0.20438938540473647
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.618174266316649,50.0,1.1384510364336795,0.00015459726676794896,0.00016358401897389514,0.2535930669842583,0.0006818207142581569,0.05634392996543426,0.013908320238142048,0.11867126587982797,0.04524773598920364,0.5340648687483889,0.20300566025232955,0.44720848636553895,0.3672244994420463,3.451775500557955,0.85258622402358,2.9935020549162408,0.5154903158303299,0.27958341569598977,0.11732617505751874,0.03532543639441611,0.008960138083759972,6.62211626764634,0.024505409610738913,7.248655905962104,4.779389297630777,2.2393263691770677,2.0926318681612397,13.79334547277702,0.2265049852082046,0.22333635005118435
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.623794221553269,50.0,1.3743768430090229,0.00015015290302273888,0.00015822024944927695,0.26467981714888833,0.0006916288475279852,0.055529478251868644,0.01369302633568348,0.11416407327662294,0.04349153243747396,0.5137747696629632,0.1823689620960265,0.40389544004901123,0.3216398974906393,3.4973601025093624,0.9401455142975592,3.244387843345747,0.453794076953751,0.2657616706826085,0.10756133541079263,0.03290933193825195,0.008680793802646115,6.646616390919864,0.019056301297699186,7.959123953345928,6.273023903809655,2.8564837182124267,2.716121403449941,14.373417399282264,0.23192199813969208,0.23085210938222256
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.627549790230661,50.0,1.61071886002983,0.00014718222671463447,0.0001546474685520444,0.2725102574097258,0.0006981723047333221,0.05485776540356238,0.013516309009102698,0.11059385695821478,0.042103126797142676,0.49770041189344527,0.16648355390147032,0.37387915829283086,0.29145884552961376,3.5275411544703887,1.0007072246904969,3.4475904902134404,0.4086163335542294,0.25296426573414516,0.1006474814938943,0.030949363833773252,0.008402801688997838,6.665556992616227,0.015345245233677663,8.572961408386494,7.818066454035002,3.454903432544536,3.3242733350907536,14.836626493717306,0.2330688221478442,0.2329313593509136
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6301049618860173,50.0,1.8473407829891575,0.00014515537384565672,0.00015221473417769535,0.2780984660117906,0.0007026318919766489,0.054344605921156565,0.013381545716996021,0.10786563177873788,0.04104235804286428,0.48541674851695865,0.15417490553263047,0.35317324594015737,0.27117814934918727,3.5478218506508146,1.0439911388785699,3.6189071117615472,0.37585127661975976,0.24146453826806885,0.09598378367850408,0.029388507775054883,0.00813800372018645,6.68021301621264,0.012718771472621918,9.115352090152632,9.398818802861195,4.02876074374551,3.9084707040557833,15.217131133955377,0.23237153234081237,0.23263774116069819
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6319057652652385,50.0,2.0841558937961366,0.00014372170649386068,0.0001504960142119725,0.282195240521618,0.0007057842792941678,0.05395822375151778,0.01328010194797209,0.10577165232384804,0.04022773030443299,0.47598901048928594,0.1444216435355549,0.3386159031497768,0.2571200444175218,3.56187995558248,1.076661332827717,3.7678913199991415,0.35171389583772,0.23129959718248558,0.09288892683520408,0.028140399931718334,0.007892682999561551,6.691518217941595,0.010785422477944265,9.602877204294625,11.008086327464804,4.576859516613709,4.4665044677960495,15.537179359330283,0.23085140751291908,0.23130144595264707
