Time,compartment,EGF,R,Ra,R2,RP,PLCg,RPLCg,RPLCgP,PLCgP,Grb,RG,SOS,RGS,GS,Shc,RSh,RShP,ShP,RShG,ShG,RShGS,ShGS,PLCgl,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25
31.5,2.9996504805268754E-12,580.4422385842965,0.4422385843006404,13.01805737464902,18.601370025021545,2.273754882709201,17.63508329720868,2.4464544078698562,7.999372939979191,4.480118299868968,16.460403020259033,1.5964368252618555,1.8256977910888228,0.5411483624619859,1.9290571367501774,9.11967854033245,0.3502768572342071,6.849484487434385,69.20760545973212,1.2436011539105114,33.52525679165734,1.367952078642402,28.336144631056705,72.4389710550731,-3.3004742698498627E-14,-4.96316473216852E-13,5.5735897428583365E-11,5.872103694377531E-11,5.749741571000196E-12,6.1394572826126904E-12,7.016075210511318E-12,1.2864031088701171E-13,9.7376771858799E-14,-9.968369678354808E-15,-1.0510389008516339E-14,-3.347593149798135E-16,4.968198331629619E-12,5.072076222477538E-12,5.739660985437316E-12,8.625421012106935E-13,6.416271301244878E-13,9.134248544443614E-13,-1.970932705814424E-14,4.4607354631861084E-13,1.950886639112275E-13,6.808908515640556E-14,9.00015998593431E-14,1.8069683468443597E-13,6.9208475046503255E-12
31.6,2.9996504805268754E-12,580.4433389608663,0.4433389608704359,13.050044997134979,18.684373621685687,2.283899429378084,17.448303380244266,2.433427459980641,7.970023879841585,4.47895548005465,16.429462294644544,1.6000187227326512,1.824417521235488,0.5411712643328243,1.9257174409556685,8.98371325370047,0.3468235447666973,6.79986477512873,69.3659681490699,1.2352277866671537,33.55970871719104,1.3584775364832065,28.350216236992903,72.66928979987863,-3.300977883260603E-14,-4.962018536882756E-13,5.598460388217572E-11,5.897158137229416E-11,5.712974148087618E-12,6.104778797965686E-12,6.988890782285506E-12,1.2860835350453987E-13,9.770634762764912E-14,-9.83776181816012E-15,-1.0669543231363824E-14,-3.2653117814768684E-16,4.915549964352111E-12,5.018848146277381E-12,5.692131080916276E-12,8.641813562563487E-13,6.348947613847855E-13,9.047581091093625E-13,-1.9607121340847242E-14,4.424326023997367E-13,1.8889740897261256E-13,6.718133570560392E-14,8.957182667119623E-14,1.7871863228195958E-13,6.896630358174876E-12
31.7,2.9996504805268754E-12,580.4444394668255,0.4444394668297068,13.082023654216112,18.767438944271294,2.2940457661211884,17.262750233637338,2.420331552191007,7.940425820215222,4.477694858327203,16.398939176965627,1.6036073001802593,1.8231598367087047,0.5412038114899286,1.9224235454538736,8.849551812423243,0.34338971700680015,6.750348392751331,69.52288391190842,1.2269153859252784,33.59369797363744,1.3490617493247476,28.36415105702283,72.898797535629,-3.3012502950764414E-14,-4.960513965972922E-13,5.6233495459830256E-11,5.922207277888563E-11,5.676078104000388E-12,6.069930783540738E-12,6.9614865734225945E-12,1.2857370746164534E-13,9.803815786313304E-14,-9.707713361941283E-15,-1.0828379500298351E-14,-3.1846022707935837E-16,4.86324326357486E-12,4.965952195427164E-12,5.644694124262247E-12,8.658043832954719E-13,6.282123586669273E-13,8.961470496998529E-13,-1.9503878666880954E-14,4.3881279409467993E-13,1.8280451001642284E-13,6.628427913687074E-14,8.91422913599782E-14,1.7675552749843546E-13,6.8721927967749985E-12
31.8,2.9996504805268754E-12,580.4455400248795,0.4455400248835092,13.113991028464334,18.85055922020936,2.3041929959563,17.07842797803006,2.407168061537751,7.910580473196559,4.476336556033348,16.36882867110513,1.6072026484894748,1.8219243637614784,0.5412459743834884,1.9191749721173954,8.717182210997528,0.3399756894662182,6.700941130694487,69.67835323493736,1.218663728531249,33.627229315635525,1.3397045508611607,28.37795013887656,73.12748693120206,-3.301290200771923E-14,-4.958649452235171E-13,5.6482551870749386E-11,5.947248903699737E-11,5.639058106283126E-12,6.0349171136337684E-12,6.933864245757708E-12,1.2853637589884024E-13,9.837206611030081E-14,-9.578225505479426E-15,-1.09868809438477E-14,-3.1054295410888007E-16,4.811282711625753E-12,4.91339300686692E-12,5.597355609192017E-12,8.674112232002486E-13,6.215798971721213E-13,8.875915647693639E-13,-1.939963801798192E-14,4.352140810663084E-13,1.7680844099624515E-13,6.539772717125292E-14,8.871308917161081E-14,1.748075440110129E-13,6.847535844291859E-12
31.9,2.9996504805268754E-12,580.4466405573061,0.4466405573100705,13.14594479272639,18.933727622034265,2.3143402168330374,16.89534057766303,2.393938391284472,7.880489624673645,4.474880715762207,16.339125836872025,1.6108048540389406,1.8207107362725201,0.5412977228612869,1.9159712456499127,8.586592297443428,0.33658177242178067,6.651648749723103,69.83237683983397,1.2104725954758269,33.660307449885636,1.3304057756353778,28.391614519580983,73.3553506906164,-3.3010963445289647E-14,-4.956423518079781E-13,5.673175265959781E-11,5.972280792942668E-11,5.601918876905119E-12,5.999741730152369E-12,6.906025526897937E-12,1.284963625257457E-13,9.870793618367706E-14,-9.449299361373967E-15,-1.114503060187851E-14,-3.027759443255799E-16,4.759672697111765E-12,4.861175128641894E-12,5.55012100372563E-12,8.690019188560543E-13,6.149973548568362E-13,8.790915471742097E-13,-1.9294437279396208E-14,4.316364234102253E-13,1.7090769909954374E-13,6.45214966621106E-14,8.828431532211445E-14,1.7287470567280862E-13,6.822660585131144E-12
32.0,2.9996504805268754E-12,580.4477409859734,0.44774098597735534,13.177882610713725,19.016937269576484,2.324486521970551,16.713491838613756,2.380643970470637,7.850155134365437,4.473327501494867,16.309825789131693,1.6144139987079278,1.8195185955361846,0.5413590261685378,1.9128118935849658,8.457769776535308,0.3332082707560859,6.602476978769312,69.98495568153254,1.2023417718040383,33.692937035892434,1.321165259065416,28.405145225644976,73.58238155505506,-3.300667521197587E-14,-4.953834778204103E-13,5.698107721307034E-11,5.997300715684241E-11,5.564665190223665E-12,5.964408641257095E-12,6.877972210188364E-12,1.2845367162534938E-13,9.904563219652976E-14,-9.320935964046664E-15,-1.1302811431825079E-14,-2.951558728518764E-16,4.708417512540321E-12,4.8093030174310694E-12,5.502995748091823E-12,8.705765151369755E-13,6.084647121631089E-13,8.706468939546918E-13,-1.9188313272378546E-14,4.280797816567777E-13,1.6510080446535148E-13,6.365540942941305E-14,8.785606491540455E-14,1.709570364452745E-13,6.797568164529646E-12
32.1,2.9996504805268754E-12,580.4488412323562,0.4488412323602786,13.209802137609323,19.10018123221078,2.3346310002010973,16.532885407104093,2.3672862534381474,7.819578935816586,4.47167709874366,16.28092369695367,1.6180301598842646,1.8183475900591448,0.5414298529477689,1.9096964462840045,8.330702213110147,0.3298554838013318,6.553431512726724,70.13609094643164,1.1942710465211839,33.725122686699926,1.3119828374672864,28.418543273241873,73.80857230489727,-3.3000025782239705E-14,-4.950881942195995E-13,5.7230504766626306E-11,6.022306434642427E-11,5.52730187089267E-12,5.928921919941954E-12,6.8497061546378346E-12,1.2840830805799618E-13,9.938501859071059E-14,-9.193136274541439E-15,-1.1460206315025628E-14,-2.87679502209739E-16,4.6575213520037284E-12,4.757781036133162E-12,5.455985252631602E-12,8.721350588810293E-13,6.01981951750884E-13,8.622575062121872E-13,-1.908130178582356E-14,4.24544116771711E-13,1.5938629990313215E-13,6.279929210044144E-14,8.742843286347002E-14,1.6905456033009569E-13,6.772259788790226E-12
32.2,2.9996504805268754E-12,580.4499412175545,0.44994121755855626,13.241701020691002,19.18345253115853,2.344772736319249,16.35352476787839,2.353866719335616,7.788763036347074,4.4699297146808465,16.252414782776725,1.6216534104734277,1.8171973753635602,0.5415101712387608,1.9066244369337915,8.20537703545116,0.3265237051865215,6.504518010246263,70.2857840505389,1.1862602124951624,33.75686896961815,1.302858348074589,28.431809668389377,74.03391576175783,-3.2991004175410457E-14,-4.947563817064858E-13,5.748001441138602E-11,6.047295706061313E-11,5.4898337917183384E-12,5.893285702554787E-12,6.821229284803922E-12,1.2836027726510572E-13,9.9725960167047E-14,-9.065901185126573E-15,-1.1617198063163845E-14,-2.8034367977247547E-16,4.6069883089296665E-12,4.70661345151306E-12,5.409094895701818E-12,8.736775988650722E-13,5.955490582325257E-13,8.539232889822992E-13,-1.897343760705575E-14,4.2102939015549864E-13,1.5376275061283364E-13,6.195297595659267E-14,8.700151380886068E-14,1.6716730130071055E-13,6.746736725484336E-12
32.3,2.9996504805268754E-12,580.451040862311,0.4510408623151793,13.273576899970719,19.266744141842636,2.354910811436437,16.17541324265411,2.3403868716006246,7.757709516956036,4.468085578256471,16.22429432159107,1.6252838189088037,1.8160676137964988,0.541599948478552,1.9035954015432486,8.081781538744444,0.32321322268822933,6.455742091535563,70.43403663755358,1.1783090663552909,33.78818040694123,1.29379162905485,28.44494540712693,74.2584047905325,-3.297959997420808E-14,-4.94387930969703E-13,5.7729585101184827E-11,6.07226628059643E-11,5.452265871463715E-12,5.8575041872584685E-12,6.792543590636563E-12,1.2830958527260802E-13,1.0006832211625391E-13,-8.939231523706203E-15,-1.1773769424811215E-14,-2.7314533529857563E-16,4.5568223739004945E-12,4.655804431911726E-12,5.362330021580618E-12,8.752041857794019E-13,5.891660179096248E-13,8.45644151104271E-13,-1.886475455180236E-14,4.1753556364137295E-13,1.4822874390621223E-13,6.111629678597198E-14,8.657540204941272E-14,1.6529528323354068E-13,6.7210003036214875E-12
32.4,2.9996504805268754E-12,580.4521400870311,0.45214008703549896,13.305427408849384,19.35004899629341,2.365044303340544,15.99855398864659,2.326848237420233,7.726420532179236,4.4661449403051074,16.196557640137694,1.6289214491631347,1.8149579743453939,0.5416991515015208,1.900608878939823,7.959902888606257,0.31992431808510113,6.407109336163902,70.58085057688706,1.1704174083877847,33.81906147665667,1.284782519522662,28.457951475690685,74.48203230144858,-3.29658033428617E-14,-4.939827429232093E-13,5.7979195659780024E-11,6.097215904209699E-11,5.414603072604117E-12,5.821581632433813E-12,6.76365112728E-12,1.282562386940914E-13,1.0041197005033957E-13,-8.813128058047161E-15,-1.192990309206678E-14,-2.6608147854461415E-16,4.507027432544203E-12,4.605358045022318E-12,5.31569593837666E-12,8.767148722020487E-13,5.828328185122516E-13,8.37420005086842E-13,-1.8755285493372524E-14,4.140625994920851E-13,1.4278288892947177E-13,6.028909474154976E-14,8.615019146514858E-14,1.6343852983901978E-13,6.6950519137849505E-12
32.5,2.9996504805268754E-12,580.4532388118025,0.4532388118069083,13.33725017478664,19.433359985603786,2.375172286860243,15.822949997169495,2.3132523671700738,7.694898309899624,4.464108073641244,16.169200116124532,1.6325663607611567,1.813868132459314,0.5418077465395512,1.8976644107654534,7.839728124678543,0.3166572670162718,6.3586252808747155,70.72622796162132,1.1625850424280806,33.84951661314544,1.2758308595496965,28.470828850686072,74.70479125211932,-3.294960504479849E-14,-4.93540728935749E-13,5.822882478820555E-11,6.122142319073121E-11,5.376850399035378E-12,5.7855223550252784E-12,6.7345540148325505E-12,1.2820024473365443E-13,1.0075677003447426E-13,-8.68759149982708E-15,-1.2085581707289937E-14,-2.5914919695417883E-16,4.457607263499642E-12,4.555278255735444E-12,5.269197915944016E-12,8.782097125727585E-13,5.765494489407823E-13,8.292507669707448E-13,-1.8645062391065873E-14,4.1061046039542555E-13,1.374238163872459E-13,5.94712142045708E-14,8.572597544726568E-14,1.6159706459250872E-13,6.668893008232993E-12
32.6,2.9996504805268754E-12,580.4543369564146,0.454336956419107,13.369042819985072,19.516669962432054,2.3852938342337935,15.648604092312533,2.2996008338323755,7.663145151110548,4.461975273143076,16.142217177459408,1.6362186087934378,1.8127977698758453,0.5419256992222931,1.8947615414722052,7.7212441642901295,0.31341233884386605,6.310295417407711,70.8701711064058,1.154811775750166,33.87955020787274,1.2669364901716398,28.483578499258105,74.92667464960122,-3.293099645987885E-14,-4.930618110517846E-13,5.847845107226916E-11,6.147043264480565E-11,5.339012893737158E-12,5.749330728830544E-12,6.70525443806392E-12,1.281416111884562E-13,1.0110258861929511E-13,-8.562622508509685E-15,-1.22407878699227E-14,-2.523456534200695E-16,4.408565536458666E-12,4.505568924056201E-12,5.22284118380469E-12,8.796887631666638E-13,5.703158990104495E-13,8.21136356188026E-13,-1.8534116317831303E-14,4.071791094585303E-13,1.3215017826798014E-13,5.866250365300219E-14,8.530284682917034E-14,1.5977091066518547E-13,6.642525100965118E-12
32.7,2.9996504805268754E-12,580.4554344403804,0.4554344403849319,13.400802962088305,19.599971743550363,2.395408015481955,15.475518929697875,2.2858952323933077,7.631163429631139,4.459746855824465,16.115604301499562,1.639878243931429,1.811746574453391,0.5420529745775242,1.8918998183176403,7.604437806180987,0.3101897965197534,6.262125190332664,71.01268254529293,1.147097418953092,33.90916661006922,1.2580992533921347,28.496201379259396,75.14767555245297,-3.290996960116999E-14,-4.925459222036688E-13,5.872805299018663E-11,6.171916477766726E-11,5.301095636393399E-12,5.713011182735252E-12,6.675754646089702E-12,1.2808034645095825E-13,1.0144929287361338E-13,-8.438221695052081E-15,-1.239550414339638E-14,-2.4566808411706803E-16,4.35990581028763E-12,4.456233803095682E-12,5.176630929080748E-12,8.811520820676477E-13,5.64132159198757E-13,8.13076695418386E-13,-1.842247748719732E-14,4.0376851020100906E-13,1.269606475707441E-13,5.786281553479467E-14,8.48808978194766E-14,1.5796009085499472E-13,6.615949767752628E-12
32.8,2.9996504805268754E-12,580.4565311829573,0.45653118296173933,13.432528214892375,19.683258112436995,2.4055138987847053,15.303696995316633,2.27213717922006,7.5989555917735325,4.457423160894838,16.0893570143176,1.6435453124437318,1.8107142400086922,0.5421895370316246,1.8890787913599814,7.489295734286883,0.3069898964567156,6.214119994896939,71.15376502951257,1.1394417858448391,33.938370127402436,1.2493189921837788,28.508698439416012,75.36778707279468,-3.2886517131218594E-14,-4.919930064147069E-13,5.897760892034744E-11,6.196759695232491E-11,5.263103740972266E-12,5.67656819889415E-12,6.646056952002827E-12,1.2801645951085093E-13,1.0179675041749178E-13,-8.314389625450417E-15,-1.2549713062117726E-14,-2.391137964026682E-16,4.3116315312306596E-12,4.407276537139432E-12,5.130572294437991E-12,8.825997291413987E-13,5.579982203959051E-13,8.050717104427266E-13,-1.8310175279493052E-14,4.003786265469209E-13,1.2185391803351787E-13,5.707200614571307E-14,8.446021993698905E-14,1.5616462751774435E-13,6.589168646132994E-12
32.9,2.9996504805268754E-12,580.4576271031689,0.45762710317332106,13.464216189069829,19.766521821910523,2.415610550861445,15.13314060444674,2.258328311418111,7.566524155961591,4.455004549806828,16.063470889983734,1.6472198562135894,1.8097004661593987,0.5423353504101672,1.886298013453133,7.37580452158162,0.3038128884041864,6.166285174888845,71.29342152518613,1.1318446933236992,33.967165026638284,1.2405955504862536,28.521070619491134,75.58700237836649,-3.286063237782222E-14,-4.914030189928543E-13,5.922709714920574E-11,6.2215706530759E-11,5.2250423532679655E-12,5.6400063108600945E-12,6.6161637324617476E-12,1.2794995995665966E-13,1.021448294556651E-13,-8.19112682412759E-15,-1.2703397138530978E-14,-2.3268016678335003E-16,4.263746031196975E-12,4.358700659795363E-12,5.0846703760431796E-12,8.840317660081611E-13,5.519140736583772E-13,7.971213299940911E-13,-1.8197238267379276E-14,3.9700942281563013E-13,1.168287038630189E-13,5.628993551154915E-14,8.404090394750652E-14,1.5438454249843415E-13,6.5621834353675E-12
33.0,2.9996504805268754E-12,580.4587221198278,0.4587221198323373,13.495864492905852,19.849755596803718,2.425697037354323,14.963851900653411,2.2444702861691694,7.53387171230084,4.452491406291442,16.037941549864048,1.6509019127576074,1.8087049581715127,0.5424903779386367,1.8835570402416069,7.263950633974031,0.30065901532871314,6.118626020518879,71.43165521098044,1.1243059612573518,33.995555534292414,1.231928773201655,28.533318850446673,75.80531469458491,-3.2832309349260073E-14,-4.907759267148073E-13,5.947649587929053E-11,6.246347088327802E-11,5.186916648406789E-12,5.603330101662383E-12,6.586077427235194E-12,1.2788085797702447E-13,1.0249339881126208E-13,-8.068433777169054E-15,-1.285653887024893E-14,-2.2636463894397345E-16,4.21625252613441E-12,4.3105095922234385E-12,5.038930221536796E-12,8.854482560151769E-13,5.458797099658259E-13,7.892254856061984E-13,-1.8083694240707436E-14,3.936608637115772E-13,1.1188373946598907E-13,5.551646727451054E-14,8.362303980254593E-14,1.5261985706290016E-13,6.534995896361684E-12
33.1,2.9996504805268754E-12,580.4598161515588,0.4598161515632485,13.52747073304589,19.93295213667518,2.4357724232143685,14.79583285487336,2.230564780050297,7.501000922099439,4.449884136380554,16.012764661934757,1.6545915152457096,1.807727426811538,0.5426545822432811,1.880855430155403,7.153720434256806,0.29752851329928415,6.0711477663209745,71.56846947570223,1.116825412359796,34.023545837271186,1.2233185061870906,28.545444054602772,76.02271730659612,-3.2801542748975287E-14,-4.901117080001614E-13,5.972578323732912E-11,6.271086739791411E-11,5.14873182831996E-12,5.566544201835975E-12,6.555800538703388E-12,1.2780916436164715E-13,1.0284232795980362E-13,-7.946310935410682E-15,-1.300912074724935E-14,-2.2016472183810027E-16,4.169154114491207E-12,4.262706641449339E-12,4.993356828023326E-12,8.868492642088313E-13,5.39895119981419E-13,7.813841114597494E-13,-1.7969570230723945E-14,3.903329143129934E-13,1.0701777918217204E-13,5.4751468583586374E-14,8.320671657982981E-14,1.50870591829859E-13,6.507607851548011E-12
33.2,2.9996504805268754E-12,580.4609091168213,0.46090911682572705,13.559032515254035,20.016104118556452,2.4458357730900526,14.629085264583795,2.2166134883347626,7.46791451734,4.447183168416599,15.987935940112127,1.6582886925223301,1.8067675882031848,0.5428279253521032,1.8781927444048903,7.045100186104169,0.29442161137766343,6.023855589075821,71.70386791583395,1.1094028720663072,34.05114008350233,1.2147645962446159,28.55744714579529,76.23920356132462,-3.276832798969165E-14,-4.894103530754517E-13,5.997493728247666E-11,6.295787348984844E-11,5.110493119185791E-12,5.529653287403288E-12,6.525335631315649E-12,1.27734890501902E-13,1.031914870634359E-13,-7.824758717383074E-15,-1.3161125259130158E-14,-2.1407798783701665E-16,4.122453775767986E-12,4.215294998764294E-12,4.947955140081068E-12,8.882348573064959E-13,5.339602938157834E-13,7.735971442267039E-13,-1.7854892533636487E-14,3.8702554005959526E-13,1.0222959701883117E-13,5.399480998875128E-14,8.279202242557382E-14,1.4913676670343436E-13,6.480021184730581E-12
33.3,2.9996504805268754E-12,580.4620009339341,0.46200093393852965,13.590547445181569,20.099204199732405,2.4558861517179484,14.46361075305718,2.2026181242751948,7.434615300102165,4.444388953049216,15.963451143597995,1.661993469128849,1.8058251636884675,0.5430103686960001,1.8755685469757313,6.93807605811535,0.2913385315138606,5.9767546057583525,71.83785433301117,1.102038168406582,34.07834238255496,1.2062668911085839,28.5693290295313,76.45476686951602,-3.2732661206935744E-14,-4.886718641277841E-13,6.022393601464568E-11,6.320446661085809E-11,5.072205768843832E-12,5.4926620778102594E-12,6.494685331004396E-12,1.2765804839110407E-13,1.0354074700536792E-13,-7.70377751211697E-15,-1.3312534902418603E-14,-2.0810207093541937E-16,4.076154369161713E-12,4.168277738212987E-12,4.9027300477934695E-12,8.896051036680775E-13,5.280752207947051E-13,7.65864522912711E-13,-1.773968673355844E-14,3.8373870673929056E-13,9.751798638691245E-14,5.324636533879446E-14,8.237904449853017E-14,1.474184008062482E-13,6.452237840891209E-12
33.4,2.9996504805268754E-12,580.4630915210993,0.4630915211038107,13.622013129144921,20.182245020552585,2.465922624315111,14.299410768702645,2.188580418369646,7.401106141935917,4.4415019632187756,15.939306076240603,1.6657058653272676,1.8048998796930564,0.5432018731100544,1.872982404623883,6.832634127900766,0.2882794884468663,5.929849871511454,71.97043273144288,1.0947311318762452,34.10515680624885,1.197825239430478,28.581090603142613,76.6694007077728,-3.269453927194865E-14,-4.878962554478779E-13,6.04727573829283E-11,6.345062425877537E-11,5.03387504418363E-12,5.455575333818551E-12,6.4638523245555846E-12,1.2757865062443114E-13,1.0388997942447508E-13,-7.583367681813666E-15,-1.3463332187928158E-14,-2.0223466501176737E-16,4.0302586323033136E-12,4.121657815171532E-12,4.857686384803932E-12,8.909600732672783E-13,5.222398892307202E-13,7.581861886978932E-13,-1.762397772484633E-14,3.8047238047393177E-13,9.288175983892355E-14,5.250601168264258E-14,8.196786891574703E-14,1.4571551241315542E-13,6.4242598259567756E-12
33.5,2.9996504805268754E-12,580.4641807964273,0.4641807964318555,13.65342717491243,20.265219207271205,2.475944256972827,14.136486584494797,2.1745021176111914,7.36738998318561,4.438522694126581,15.915496585910626,1.6694258971251272,1.8039914675957427,0.5434023988349861,1.8704338868707178,6.728760386207722,0.2852446896107662,5.883146377647966,72.10160731527516,1.0874815953068686,34.13158738925303,1.1894394907613022,28.592732755937337,76.8830986205816,-3.265395980398578E-14,-4.870835535622446E-13,6.072137929410443E-11,6.369632398695091E-11,4.99550622851088E-12,5.418397855355733E-12,6.432839358935656E-12,1.2749671039849538E-13,1.0423905675003535E-13,-7.46352956438456E-15,-1.3613499648157616E-14,-1.9647352214135225E-16,3.984769180090484E-12,4.075438065017158E-12,4.812828926396103E-12,8.922998376625679E-13,5.164542861987574E-13,7.505620847761564E-13,-1.7507789733845673E-14,3.7722652770414906E-13,8.831974880846483E-14,5.177362917401341E-14,8.155858070001588E-14,1.4402811888570404E-13,6.396089206527399E-12
33.6,2.9996504805268754E-12,580.4652686779616,0.465268677966213,13.684787192499103,20.348119374913317,2.4859501170513556,13.974839297490693,2.160384984721726,7.333469832264837,4.435451663191669,15.892018563892135,1.6731535763016696,1.8030996636018795,0.5436119055187684,1.8679225659982837,6.6264407410824635,0.2822343350463473,5.836649049683025,72.23138248589918,1.080289393734681,34.1576381296733,1.1811094955316068,28.60425636934955,77.09585422233084,-3.261092118195752E-14,-4.862337973543703E-13,6.096977962122841E-11,6.39415434137114E-11,4.957104618893721E-12,5.3811344793254525E-12,6.401649240575188E-12,1.2741224151056015E-13,1.0458785223655927E-13,-7.344263475863643E-15,-1.3763019844725916E-14,-1.9081645096034407E-16,3.9396885036170864E-12,4.029621201891307E-12,4.7681623876015965E-12,8.936244699678746E-13,5.1071839731597E-13,7.42992156193233E-13,-1.7391146340058708E-14,3.7400111517330144E-13,8.383080335153493E-14,5.1049100979266184E-14,8.115126372901616E-14,1.4235623660739693E-13,6.3677281095652315E-12
33.7,2.9996504805268754E-12,580.4663550837046,0.46635508370920575,13.716090794968743,20.43093813016479,2.495939273575295,13.814469828435502,2.1462307973706447,7.299348764882245,4.432289409994066,15.86886794428832,1.6768889104352391,1.8022242086206743,0.5438303522184135,1.8654480170447418,6.525661022065298,0.2792486173182982,5.790362745398748,72.35976283920454,1.07315436426812,34.18331298962891,1.172835105029221,28.615662317087036,77.30766119931732,-3.2565422555426163E-14,-4.853470381746492E-13,6.121793621228712E-11,6.418626023180334E-11,4.918675523491978E-12,5.343790077379598E-12,6.3702848346094115E-12,1.2732525835739938E-13,1.0493623999867762E-13,-7.2255697126964E-15,-1.3911875375837011E-14,-1.8526131507896417E-16,3.895018969200379E-12,3.9842098175575934E-12,4.723691421337068E-12,8.94934044823002E-13,5.050322065258993E-13,7.354763496836334E-13,-1.7274070496747906E-14,3.7079610991057746E-13,7.941379188954834E-14,5.0332313188298894E-14,8.074600068613069E-14,1.40699880919833E-13,6.33917872204364E-12
33.8,2.9996504805268754E-12,580.4674399316432,0.4674399316477948,13.747335599242648,20.51366807428354,2.505910797629203,13.655378921457428,2.1320413473791167,7.2650299232185125,4.42903649620441,15.846040703441764,1.6806319029319219,1.8013648481462068,0.544057697401934,1.8630098178000036,6.4264069844155145,0.27628772143809815,5.744292252943271,72.48675316277891,1.066076345954394,34.20861589581805,1.1646161713747738,28.62695146527717,77.5185133117403,-3.2517463854917277E-14,-4.844233399389356E-13,6.146582689892174E-11,6.443045221781348E-11,4.88022425887224E-12,5.306369553654573E-12,6.3387490640758765E-12,1.2723577593379564E-13,1.0528409504605086E-13,-7.10744855390915E-15,-1.4060048883768229E-14,-1.7980603154218013E-16,3.850762817507196E-12,3.939206380355979E-12,4.67942061657258E-12,8.962286383637763E-13,4.993956958871202E-13,7.280146135066976E-13,-1.715658455098847E-14,3.6761147921328603E-13,7.506760095416088E-14,4.9623154728381194E-14,8.034287301288901E-14,1.3905906605980363E-13,6.310443290556603E-12
33.9,2.9996504805268754E-12,580.4685231397751,0.46852313977977755,13.778519226914185,20.596301806029484,2.515863762753096,13.497567143852276,2.1178184399106903,7.230516515054752,4.425693505499865,15.823532859369058,1.6843825530554197,1.800521332142049,0.5442938989504827,1.860607548801587,6.328664313362769,0.2733518247926827,5.698442288966113,72.61235843305515,1.0590551796452103,34.23355074007229,1.1564525474950784,28.638124672610886,77.72840439568219,-3.246704580155169E-14,-4.834627792155295E-13,6.171342950520587E-11,6.46740972415575E-11,4.841756147311641E-12,5.2688778424738585E-12,6.307044909069579E-12,1.271438098306747E-13,1.056312933182625E-13,-6.989900263161802E-15,-1.4207523062376025E-14,-1.7444856933625718E-16,3.806922162780057E-12,3.894613234254389E-12,4.635354496533143E-12,8.975083281919314E-13,4.938088453664986E-13,7.206068972819325E-13,-1.7038710263182096E-14,3.644471906283687E-13,7.079113493390166E-14,4.8921517280775096E-14,7.994196086304007E-14,1.374338050974181E-13,6.281524120888198E-12
34.0,2.9996504805268754E-12,580.4696046261356,0.4696046261402947,13.809639305068437,20.67883192461066,2.5257972453374515,13.341034885957972,2.103563892648986,7.19581181285266,4.422261043466247,15.801340471209516,1.6881408559581514,1.7996934149293815,0.5445389141606776,1.8582407933307175,6.2324186283815814,0.27044109707896424,5.652817496791789,72.7365838124069,1.0520907078618311,34.25812137989982,1.1483440870944583,28.649182790484847,77.93732836507391,-3.2414169915968685E-14,-4.824654453004651E-13,6.196072185647186E-11,6.491717327542781E-11,4.803276514093235E-12,5.231319906019059E-12,6.275175405855891E-12,1.2704937623287415E-13,1.0597771171965894E-13,-6.872925090687928E-15,-1.435428066461251E-14,-1.6918694793964128E-16,3.7634989921639885E-12,3.8504325979988345E-12,4.591497516935298E-12,8.987731933447383E-13,4.88271632637207E-13,7.132531518238232E-13,-1.692046882604435E-14,3.6130321193317446E-13,6.658331582262633E-14,4.8227295200053536E-14,7.954334305826106E-14,1.3582410987533082E-13,6.25242357754209E-12
34.1,2.9996504805268754E-12,580.4706843088239,0.47068430882862267,13.840693467106222,20.761251032642928,2.535710325017326,13.185782361119275,2.089279534963261,7.160919152786796,4.418739737486318,15.779459638687788,1.6919068027135789,1.7988808550784896,0.544792699747114,1.8559091374086836,6.137655487485579,0.2675557002442756,5.607422444633582,72.8594346461939,1.0451827746596147,34.28233163901744,1.1402906446240952,28.6601266631417,78.14527921364413,-3.23588385265321E-14,-4.814314402809737E-13,6.220768178817827E-11,6.515965840369098E-11,4.76479068479591E-12,5.193700731971764E-12,6.243143645941766E-12,1.269524919165441E-13,1.0632322815409625E-13,-6.756523275125014E-15,-1.4500304510045913E-14,-1.6401923591668555E-16,3.72049516513474E-12,3.806666564362916E-12,4.547854064260571E-12,9.000233142643879E-13,4.827840328816242E-13,7.059533289762966E-13,-1.680188088307702E-14,3.5817951111553065E-13,6.244308296981416E-14,4.7540385435998145E-14,7.914709704547818E-14,1.3422999094914102E-13,6.223144083230982E-12
